# Captured 2020-06-21 11:16:28.481737 by unknown user
# Built at revision 7b9a516 (dirty)
time(sec)  pc_setpoint  pressure  pa_fast_avg  pa_slow_avg
13.700  5.000  7.062  22.042  22.042
13.710  5.000  6.968  22.042  22.042
13.720  5.000  6.891  22.042  22.042
13.730  5.000  6.647  22.042  22.042
13.740  5.000  6.523  22.042  22.042
13.750  5.000  6.407  22.042  22.042
13.760  5.000  6.186  22.042  22.042
13.770  5.000  6.099  22.042  22.042
13.780  5.000  6.028  22.042  22.042
13.790  5.000  5.855  22.042  22.042
13.800  5.000  5.702  22.042  22.042
13.810  5.000  5.487  22.042  22.042
13.820  5.000  5.303  22.042  22.042
13.830  5.000  5.364  22.042  22.042
13.840  5.000  5.237  22.042  22.042
13.850  5.000  5.038  22.042  22.042
13.860  5.000  4.960  22.042  22.042
13.870  5.000  4.811  22.042  22.042
13.880  5.000  4.760  22.042  22.042
13.890  5.000  4.542  22.042  22.042
13.900  5.000  4.485  22.042  22.042
13.910  5.000  4.391  22.042  22.042
13.920  5.000  4.324  22.042  22.042
13.930  5.000  4.250  22.042  22.042
13.940  5.000  4.217  22.042  22.042
13.950  5.000  4.139  22.042  22.042
13.960  5.000  4.142  22.042  22.042
13.970  5.000  4.113  22.042  22.042
13.980  5.000  4.150  22.042  22.042
13.990  5.000  4.091  22.042  22.042
14.000  5.000  4.044  22.042  22.042
14.010  5.000  5.298  22.042  22.042
14.020  5.000  4.191  22.042  22.042
14.030  5.000  4.068  22.042  22.042
14.040  5.000  3.997  22.042  22.042
14.050  5.000  3.729  22.042  22.042
14.060  5.000  4.508  22.042  22.042
14.070  5.000  4.755  22.042  22.042
14.080  5.000  4.973  22.042  22.042
14.090  5.000  4.964  22.042  22.042
14.100  5.000  4.871  22.042  22.042
14.110  5.000  4.923  22.042  22.042
14.120  5.000  4.922  22.042  22.042
14.130  5.000  4.961  22.042  22.042
14.140  5.000  4.929  22.042  22.042
14.150  5.000  4.991  22.042  22.042
14.160  5.000  4.930  22.042  22.042
14.170  5.000  4.956  22.042  22.042
14.180  5.000  4.909  22.042  22.042
14.190  5.000  4.970  22.042  22.042
14.200  5.000  4.980  22.042  22.042
14.210  5.000  4.984  22.042  22.042
14.220  5.000  4.939  22.042  22.042
14.230  5.000  4.876  22.042  22.042
14.240  5.000  4.996  22.042  22.042
14.250  5.000  5.022  22.042  22.042
14.260  5.000  5.026  22.042  22.042
14.270  5.000  4.925  22.042  22.042
14.280  5.000  4.870  22.042  22.042
14.290  5.000  4.961  22.042  22.042
14.300  5.000  5.093  22.042  22.042
14.310  5.000  5.097  22.042  22.042
14.320  5.000  4.982  22.042  22.042
14.330  5.000  4.970  18.808  21.880
14.340  5.000  4.995  16.096  21.714
14.350  5.000  5.055  14.356  21.571
14.360  5.000  5.058  12.464  21.404
14.370  5.000  5.042  12.221  21.302
14.380  5.000  5.031  12.104  21.206
14.390  5.000  5.107  12.600  21.139
14.400  5.000  5.070  11.528  21.000
14.410  5.000  5.103  9.635  20.811
14.420  5.000  5.053  9.192  20.677
14.430  5.000  5.143  9.787  20.592
14.440  5.000  5.109  8.419  20.416
14.450  5.000  5.202  8.419  20.416
14.460  5.000  5.074  8.419  20.416
14.470  5.000  5.164  8.419  20.416
14.480  5.000  5.126  7.164  20.233
14.490  5.000  5.160  7.164  20.233
14.500  5.000  5.166  7.164  20.233
14.510  5.000  5.190  7.164  20.233
14.520  5.000  5.137  7.164  20.233
14.530  5.000  5.121  7.164  20.233
14.540  5.000  5.077  7.164  20.233
14.550  5.000  5.199  7.164  20.233
14.560  5.000  5.161  7.164  20.233
14.570  5.000  5.090  7.164  20.233
14.580  5.000  5.099  7.164  20.233
14.590  5.000  5.015  7.164  20.233
14.600  5.000  5.047  7.164  20.233
14.610  5.000  5.178  7.164  20.233
14.620  5.000  5.127  7.164  20.233
14.630  5.000  4.996  7.164  20.233
14.640  5.000  5.029  7.164  20.233
14.650  5.000  4.994  7.164  20.233
14.660  5.000  5.033  7.164  20.233
14.670  5.000  5.006  7.164  20.233
14.680  5.000  5.027  7.164  20.233
14.690  5.000  4.907  7.164  20.233
14.700  5.000  4.946  7.164  20.233
14.710  5.000  4.985  7.164  20.233
14.720  5.000  4.993  7.164  20.233
14.730  5.000  4.918  7.164  20.233
14.740  5.000  4.896  7.164  20.233
14.750  5.000  4.969  7.164  20.233
14.760  5.000  4.937  7.164  20.233
14.770  5.000  4.907  7.164  20.233
14.780  5.000  4.914  7.164  20.233
14.790  5.000  4.896  7.164  20.233
14.800  5.000  4.948  7.164  20.233
14.810  5.000  4.912  7.164  20.233
14.820  5.000  4.921  7.164  20.233
14.830  5.000  4.906  7.164  20.233
14.840  5.000  4.841  7.164  20.233
14.850  5.000  4.968  7.164  20.233
14.860  5.000  4.982  7.164  20.233
14.870  5.000  4.981  7.164  20.233
14.880  5.000  4.943  6.008  20.044
14.890  5.000  4.935  6.085  19.908
14.900  5.000  4.887  6.216  19.776
14.910  5.000  5.008  5.479  19.604
14.920  5.000  5.009  4.424  19.410
14.930  5.000  5.036  6.290  19.353
14.940  5.000  5.045  5.052  19.161
14.950  5.000  4.912  8.982  19.216
14.960  5.000  5.043  9.210  19.125
14.970  5.000  5.103  9.859  19.058
14.980  5.000  5.122  8.786  18.913
14.990  5.000  5.036  10.687  18.907
15.000  5.000  5.080  12.726  18.926
15.010  5.000  5.056  12.834  18.870
15.020  5.000  5.045  11.493  18.742
15.030  5.000  5.198  11.493  18.742
15.040  5.000  5.062  10.529  18.622
15.050  5.000  5.126  10.529  18.622
15.060  5.000  5.114  8.652  18.447
15.070  5.000  5.169  8.652  18.447
15.080  5.000  5.101  7.956  18.314
15.090  5.000  5.160  7.956  18.314
15.100  5.000  5.120  7.606  18.193
15.110  5.000  5.084  7.606  18.193
15.120  5.000  5.171  7.606  18.193
15.130  5.000  5.169  7.606  18.193
15.140  5.000  5.125  7.606  18.193
15.150  5.000  5.130  7.606  18.193
15.160  5.000  5.035  7.606  18.193
15.170  5.000  5.134  7.606  18.193
15.180  5.000  5.081  7.606  18.193
15.190  5.000  5.113  7.606  18.193
15.200  5.000  5.073  7.606  18.193
15.210  5.000  5.039  7.606  18.193
15.220  5.000  4.996  7.606  18.193
15.230  5.000  5.130  7.606  18.193
15.240  5.000  5.025  7.606  18.193
15.250  5.000  5.024  7.606  18.193
15.260  5.000  4.974  7.606  18.193
15.270  5.000  5.013  7.606  18.193
15.280  5.000  5.020  7.606  18.193
15.290  5.000  5.003  7.606  18.193
15.300  5.000  4.901  7.606  18.193
15.310  5.000  4.967  7.606  18.193
15.320  5.000  4.950  7.606  18.193
15.330  5.000  4.927  7.606  18.193
15.340  5.000  4.907  7.606  18.193
15.350  5.000  4.892  7.606  18.193
15.360  5.000  4.905  7.606  18.193
15.370  5.000  4.868  7.606  18.193
15.380  5.000  4.870  7.606  18.193
15.390  5.000  4.849  7.606  18.193
15.400  5.000  4.928  7.606  18.193
15.410  5.000  4.850  7.606  18.193
15.420  5.000  4.914  7.606  18.193
15.430  5.000  4.922  7.606  18.193
15.440  5.000  4.913  7.606  18.193
15.450  5.000  4.842  7.606  18.193
15.460  5.000  4.925  7.606  18.193
15.470  5.000  4.890  6.256  18.020
15.480  5.000  4.958  6.630  17.921
15.490  5.000  4.955  5.864  17.770
15.500  5.000  4.964  8.390  17.777
15.510  5.000  4.956  11.885  17.858
15.520  5.000  5.011  12.344  17.821
15.530  5.000  5.106  10.466  17.672
15.540  5.000  5.010  10.716  17.613
15.550  5.000  5.040  12.593  17.638
15.560  5.000  4.971  12.600  17.587
15.570  5.000  5.103  10.825  17.449
15.580  5.000  5.076  11.412  17.412
15.590  5.000  5.074  13.621  17.462
15.600  5.000  5.060  16.551  17.570
15.610  5.000  5.066  17.215  17.593
15.620  5.000  5.165  15.396  17.499
15.630  5.000  5.062  16.247  17.520
15.640  5.000  5.098  17.624  17.576
15.650  5.000  5.158  16.774  17.534
15.660  5.000  5.150  14.484  17.412
15.670  5.000  5.138  13.555  17.337
15.680  5.000  5.172  12.286  17.235
15.690  5.000  5.147  11.257  17.134
15.700  5.000  5.194  11.257  17.134
15.710  5.000  5.134  11.257  17.134
15.720  5.000  5.134  11.257  17.134
15.730  5.000  5.143  11.257  17.134
15.740  5.000  5.098  11.257  17.134
15.750  5.000  5.203  11.257  17.134
15.760  5.000  5.206  11.257  17.134
15.770  5.000  5.114  11.257  17.134
15.780  5.000  5.046  11.257  17.134
15.790  5.000  5.045  11.257  17.134
15.800  5.000  5.058  11.257  17.134
15.810  5.000  5.113  11.257  17.134
15.820  5.000  5.077  11.257  17.134
15.830  5.000  5.050  11.257  17.134
15.840  5.000  5.056  11.257  17.134
15.850  5.000  4.986  11.257  17.134
15.860  5.000  5.009  11.257  17.134
15.870  5.000  4.965  11.257  17.134
15.880  5.000  4.924  11.257  17.134
15.890  5.000  4.921  11.257  17.134
15.900  5.000  4.911  11.257  17.134
15.910  5.000  4.871  11.257  17.134
15.920  5.000  4.835  11.257  17.134
15.930  5.000  4.863  11.257  17.134
15.940  5.000  4.806  11.257  17.134
15.950  5.000  4.840  11.257  17.134
15.960  5.000  4.834  11.257  17.134
15.970  5.000  4.854  11.257  17.134
15.980  5.000  4.811  11.257  17.134
15.990  5.000  4.907  11.257  17.134
16.000  5.000  4.836  11.257  17.134
16.010  5.000  4.857  11.257  17.134
16.020  5.000  4.912  11.257  17.134
16.030  5.000  4.884  11.257  17.134
16.040  5.000  4.927  11.257  17.134
16.050  5.000  4.899  10.144  17.020
16.060  5.000  4.888  11.155  17.002
16.070  5.000  4.943  9.819  16.876
16.080  5.000  4.935  9.730  16.801
16.090  5.000  4.974  10.113  16.750
16.100  5.000  5.035  9.525  16.654
16.110  5.000  5.025  12.801  16.747
16.120  5.000  4.968  16.472  16.891
16.130  5.000  5.032  17.384  16.932
16.140  5.000  5.105  19.700  17.052
16.150  5.000  5.014  22.775  17.233
16.160  5.000  5.000  24.568  17.378
16.170  5.000  5.113  23.655  17.404
16.180  5.000  5.095  24.241  17.496
16.190  5.000  5.146  22.479  17.475
16.200  5.000  5.145  23.149  17.559
16.210  5.000  5.118  22.875  17.601
16.220  5.000  5.150  22.635  17.642
16.230  5.000  5.157  22.599  17.690
16.240  5.000  5.125  21.347  17.676
16.250  5.000  5.232  21.347  17.676
16.260  5.000  5.259  21.347  17.676
16.270  5.000  5.195  17.867  17.539
16.280  5.000  5.145  15.315  17.415
16.290  5.000  5.141  15.315  17.415
16.300  5.000  5.072  15.315  17.415
16.310  5.000  5.209  15.315  17.415
16.320  5.000  5.209  15.315  17.415
16.330  5.000  5.171  15.315  17.415
16.340  5.000  5.129  15.315  17.415
16.350  5.000  5.084  15.315  17.415
16.360  5.000  5.068  15.315  17.415
16.370  5.000  5.092  15.315  17.415
16.380  5.000  5.122  15.315  17.415
16.390  5.000  5.082  15.315  17.415
16.400  5.000  5.035  15.315  17.415
16.410  5.000  4.994  15.315  17.415
16.420  5.000  5.011  15.315  17.415
16.430  5.000  5.004  15.315  17.415
16.440  5.000  4.969  15.315  17.415
16.450  5.000  4.900  15.315  17.415
16.460  5.000  4.906  15.315  17.415
16.470  5.000  4.826  15.315  17.415
16.480  5.000  4.952  15.315  17.415
16.490  5.000  4.877  15.315  17.415
16.500  5.000  4.813  15.315  17.415
16.510  5.000  4.811  15.315  17.415
16.520  5.000  4.784  15.315  17.415
16.530  5.000  4.820  15.315  17.415
16.540  5.000  4.805  15.315  17.415
16.550  5.000  4.808  15.315  17.415
16.560  5.000  4.802  15.315  17.415
16.570  5.000  4.917  15.315  17.415
16.580  5.000  4.833  15.315  17.415
16.590  5.000  4.781  15.315  17.415
16.600  5.000  4.872  15.315  17.415
16.610  5.000  4.952  15.315  17.415
16.620  5.000  4.865  14.271  17.341
16.630  5.000  4.880  14.547  17.325
16.640  5.000  4.903  14.124  17.276
16.650  5.000  5.006  16.528  17.364
16.660  5.000  4.949  19.252  17.492
16.670  5.000  5.062  19.192  17.507
16.680  5.000  4.960  17.435  17.436
16.690  5.000  5.005  16.782  17.403
16.700  5.000  4.988  20.558  17.586
16.710  5.000  5.017  20.703  17.623
16.720  5.000  5.083  19.399  17.588
16.730  5.000  5.046  19.954  17.634
16.740  5.000  5.098  23.425  17.831
16.750  5.000  5.120  21.504  17.791
16.760  5.000  5.206  19.695  17.737
16.770  5.000  5.113  17.696  17.657
16.780  5.000  5.112  19.379  17.742
16.790  5.000  5.159  19.643  17.771
16.800  5.000  5.194  18.621  17.739
16.810  5.000  5.120  19.151  17.774
16.820  5.000  5.189  17.963  17.728
16.830  5.000  5.220  18.869  17.776
16.840  5.000  5.151  18.869  17.776
16.850  5.000  5.234  16.959  17.692
16.860  5.000  5.162  14.428  17.558
16.870  5.000  5.174  12.333  17.422
16.880  5.000  5.142  12.333  17.422
16.890  5.000  5.149  12.333  17.422
16.900  5.000  5.201  12.333  17.422
16.910  5.000  5.090  12.333  17.422
16.920  5.000  5.191  12.333  17.422
16.930  5.000  5.104  12.333  17.422
16.940  5.000  5.136  12.333  17.422
16.950  5.000  5.058  12.333  17.422
16.960  5.000  5.057  12.333  17.422
16.970  5.000  5.038  12.333  17.422
16.980  5.000  5.037  12.333  17.422
16.990  5.000  5.012  12.333  17.422
17.000  5.000  4.974  12.333  17.422
17.010  5.000  4.925  12.333  17.422
17.020  5.000  4.921  12.333  17.422
17.030  5.000  4.927  12.333  17.422
17.040  5.000  4.884  12.333  17.422
17.050  5.000  4.811  12.333  17.422
17.060  5.000  4.904  12.333  17.422
17.070  5.000  4.880  12.333  17.422
17.080  5.000  4.821  12.333  17.422
17.090  5.000  4.858  12.333  17.422
17.100  5.000  4.852  12.333  17.422
17.110  5.000  4.835  12.333  17.422
17.120  5.000  4.787  12.333  17.422
17.130  5.000  4.859  12.333  17.422
17.140  5.000  4.795  12.333  17.422
17.150  5.000  4.842  12.333  17.422
17.160  5.000  4.770  12.333  17.422
17.170  5.000  4.795  12.333  17.422
17.180  5.000  4.852  10.201  17.264
17.190  5.000  4.929  8.986  17.133
17.200  5.000  4.955  9.435  17.074
17.210  5.000  4.851  8.059  16.929
17.220  5.000  4.933  8.665  16.870
17.230  5.000  4.830  13.761  17.043
17.240  5.000  4.920  14.270  17.036
17.250  5.000  4.954  16.581  17.123
17.260  5.000  5.080  17.579  17.168
17.270  5.000  5.022  18.441  17.215
17.280  5.000  4.955  23.438  17.477
17.290  5.000  4.994  25.824  17.656
17.300  5.000  5.060  27.066  17.800
17.310  5.000  5.079  24.880  17.783
17.320  5.000  5.132  23.824  17.801
17.330  5.000  5.125  27.318  18.036
17.340  5.000  5.061  28.678  18.197
17.350  5.000  5.158  27.246  18.230
17.360  5.000  5.160  26.982  18.307
17.370  5.000  5.257  23.916  18.241
17.380  5.000  5.176  24.362  18.320
17.390  5.000  5.157  24.066  18.365
17.400  5.000  5.275  20.003  18.219
17.410  5.000  5.204  21.022  18.288
17.420  5.000  5.258  18.909  18.210
17.430  5.000  5.193  15.776  18.060
17.440  5.000  5.239  15.776  18.060
17.450  5.000  5.217  15.776  18.060
17.460  5.000  5.171  15.776  18.060
17.470  5.000  5.180  15.776  18.060
17.480  5.000  5.187  15.776  18.060
17.490  5.000  5.161  15.776  18.060
17.500  5.000  5.151  15.776  18.060
17.510  5.000  5.084  15.776  18.060
17.520  5.000  5.082  15.776  18.060
17.530  5.000  5.023  15.776  18.060
17.540  5.000  5.061  15.776  18.060
17.550  5.000  5.060  15.776  18.060
17.560  5.000  5.052  15.776  18.060
17.570  5.000  4.896  15.776  18.060
17.580  5.000  4.916  15.776  18.060
17.590  5.000  4.950  15.776  18.060
17.600  5.000  4.949  15.776  18.060
17.610  5.000  4.908  15.776  18.060
17.620  5.000  4.890  15.776  18.060
17.630  5.000  4.878  15.776  18.060
17.640  5.000  4.809  15.776  18.060
17.650  5.000  4.807  15.776  18.060
17.660  5.000  4.796  15.776  18.060
17.670  5.000  4.759  15.776  18.060
17.680  5.000  4.774  15.776  18.060
17.690  5.000  4.781  15.776  18.060
17.700  5.000  4.772  15.776  18.060
17.710  5.000  4.860  15.776  18.060
17.720  5.000  4.829  15.776  18.060
17.730  5.000  4.862  15.776  18.060
17.740  5.000  4.846  15.776  18.060
17.750  5.000  4.821  12.624  17.880
17.760  5.000  4.792  11.196  17.756
17.770  5.000  4.837  11.092  17.685
17.780  5.000  4.791  13.325  17.731
17.790  5.000  4.863  13.136  17.677
17.800  5.000  4.968  15.033  17.727
17.810  5.000  4.953  17.993  17.848
17.820  5.000  4.908  24.031  18.151
17.830  5.000  4.932  26.863  18.351
17.840  5.000  4.936  30.628  18.625
17.850  5.000  5.038  30.954  18.761
17.860  5.000  5.069  32.026  18.937
17.870  5.000  5.114  32.170  19.075
17.880  5.000  5.148  31.241  19.159
17.890  5.000  5.124  30.889  19.262
17.900  5.000  5.084  32.802  19.474
17.910  5.000  5.162  34.041  19.670
17.920  5.000  5.146  33.606  19.792
17.930  5.000  5.319  30.501  19.774
17.940  5.000  5.262  29.578  19.836
17.950  5.000  5.343  27.088  19.809
17.960  5.000  5.291  22.396  19.647
17.970  5.000  5.210  19.057  19.507
17.980  5.000  5.124  18.087  19.454
17.990  5.000  5.141  18.087  19.454
18.000  5.000  5.259  18.087  19.454
18.010  5.000  5.214  18.087  19.454
18.020  5.000  5.191  18.087  19.454
18.030  5.000  5.170  18.087  19.454
18.040  5.000  5.205  18.087  19.454
18.050  5.000  5.202  18.087  19.454
18.060  5.000  5.158  18.087  19.454
18.070  5.000  5.152  18.087  19.454
18.080  5.000  5.032  18.087  19.454
18.090  5.000  5.001  18.087  19.454
18.100  5.000  5.044  18.087  19.454
18.110  5.000  5.062  18.087  19.454
18.120  5.000  5.021  18.087  19.454
18.130  5.000  4.943  18.087  19.454
18.140  5.000  4.931  18.087  19.454
18.150  5.000  4.909  18.087  19.454
18.160  5.000  4.874  18.087  19.454
18.170  5.000  4.900  0.000  0.000
18.180  7.500  4.819  0.000  0.000
18.190  10.000  4.851  0.000  0.000
18.200  12.500  5.136  0.000  0.000
18.210  15.000  7.567  0.000  0.000
18.220  17.500  9.393  0.000  0.000
18.230  20.000  10.480  0.000  0.000
18.240  22.500  11.925  0.000  0.000
18.250  25.000  13.742  0.000  0.000
18.260  27.501  14.294  0.000  0.000
18.270  30.000  15.701  0.000  0.000
18.280  30.000  15.684  0.000  0.000
18.290  30.000  16.846  0.000  0.000
18.300  30.000  16.736  0.000  0.000
18.310  30.000  17.376  0.000  0.000
18.320  30.000  17.693  0.000  0.000
18.330  30.000  17.986  0.000  0.000
18.340  30.000  18.717  0.000  0.000
18.350  30.000  19.403  0.000  0.000
18.360  30.000  19.174  0.000  0.000
18.370  30.000  19.150  0.000  0.000
18.380  30.000  18.090  0.000  0.000
18.390  30.000  18.005  0.000  0.000
18.400  30.000  17.125  0.000  0.000
18.410  30.000  17.800  0.000  0.000
18.420  30.000  17.727  0.000  0.000
18.430  30.000  17.626  0.000  0.000
18.440  30.000  18.419  0.000  0.000
18.450  30.000  18.642  0.000  0.000
18.460  30.000  19.091  0.000  0.000
18.470  30.000  19.381  0.000  0.000
18.480  30.000  19.770  0.000  0.000
18.490  30.000  20.700  0.000  0.000
18.500  30.000  21.137  0.000  0.000
18.510  30.000  21.660  0.000  0.000
18.520  30.000  22.440  0.000  0.000
18.530  30.000  23.794  0.000  0.000
18.540  30.000  24.277  0.000  0.000
18.550  30.000  25.583  0.000  0.000
18.560  30.000  26.141  0.000  0.000
18.570  30.000  26.014  0.000  0.000
18.580  30.000  26.447  0.000  0.000
18.590  30.000  26.631  0.000  0.000
18.600  30.000  27.291  0.000  0.000
18.610  30.000  27.528  0.000  0.000
18.620  30.000  28.209  0.000  0.000
18.630  30.000  27.900  0.000  0.000
18.640  30.000  28.716  0.000  0.000
18.650  30.000  28.599  0.000  0.000
18.660  30.000  29.405  0.000  0.000
18.670  30.000  29.482  0.000  0.000
18.680  30.000  30.101  0.000  0.000
18.690  30.000  30.178  0.000  0.000
18.700  30.000  30.428  0.000  0.000
18.710  30.000  30.775  0.000  0.000
18.720  30.000  30.776  0.000  0.000
18.730  30.000  30.940  0.000  0.000
18.740  30.000  30.589  0.000  0.000
18.750  30.000  31.437  0.000  0.000
18.760  30.000  31.276  0.000  0.000
18.770  30.000  30.500  0.000  0.000
18.780  30.000  30.917  0.000  0.000
18.790  30.000  30.097  0.000  0.000
18.800  30.000  30.651  0.000  0.000
18.810  30.000  30.121  0.000  0.000
18.820  30.000  30.377  0.000  0.000
18.830  30.000  30.685  0.000  0.000
18.840  30.000  30.613  0.000  0.000
18.850  30.000  30.990  0.000  0.000
18.860  30.000  30.627  0.000  0.000
18.870  30.000  31.057  0.000  0.000
18.880  30.000  31.357  0.000  0.000
18.890  30.000  31.267  0.000  0.000
18.900  30.000  30.750  0.000  0.000
18.910  30.000  30.792  0.000  0.000
18.920  30.000  30.353  0.000  0.000
18.930  30.000  30.666  0.000  0.000
18.940  30.000  30.463  0.000  0.000
18.950  30.000  30.624  0.000  0.000
18.960  30.000  30.428  0.000  0.000
18.970  30.000  30.342  0.000  0.000
18.980  30.000  30.429  0.000  0.000
18.990  30.000  30.423  0.000  0.000
19.000  30.000  30.701  0.000  0.000
19.010  30.000  30.657  0.000  0.000
19.020  30.000  30.399  0.000  0.000
19.030  30.000  30.723  0.000  0.000
19.040  30.000  31.066  0.000  0.000
19.050  30.000  31.068  0.000  0.000
19.060  30.000  30.069  0.000  0.000
19.070  30.000  30.431  0.000  0.000
19.080  30.000  30.055  0.000  0.000
19.090  30.000  30.342  0.000  0.000
19.100  30.000  30.218  0.000  0.000
19.110  30.000  30.211  0.000  0.000
19.120  30.000  29.961  0.000  0.000
19.130  30.000  30.271  0.000  0.000
19.140  30.000  30.028  0.000  0.000
19.150  30.000  30.451  0.000  0.000
19.160  30.000  30.419  0.000  0.000
19.170  30.000  30.114  0.000  0.000
19.180  5.000  30.075  74.125  74.125
19.190  5.000  29.418  74.125  74.125
19.200  5.000  24.074  74.125  74.125
19.210  5.000  18.873  74.125  74.125
19.220  5.000  18.209  74.125  74.125
19.230  5.000  17.666  74.125  74.125
19.240  5.000  17.127  74.125  74.125
19.250  5.000  16.671  74.125  74.125
19.260  5.000  16.336  74.125  74.125
19.270  5.000  16.221  74.125  74.125
19.280  5.000  15.853  74.125  74.125
19.290  5.000  15.547  74.125  74.125
19.300  5.000  15.212  74.125  74.125
19.310  5.000  14.969  74.125  74.125
19.320  5.000  14.725  74.125  74.125
19.330  5.000  14.450  74.125  74.125
19.340  5.000  14.038  74.125  74.125
19.350  5.000  13.734  74.125  74.125
19.360  5.000  13.427  74.125  74.125
19.370  5.000  13.168  74.125  74.125
19.380  5.000  13.002  74.125  74.125
19.390  5.000  12.716  74.125  74.125
19.400  5.000  12.537  74.125  74.125
19.410  5.000  12.206  74.125  74.125
19.420  5.000  12.143  74.125  74.125
19.430  5.000  11.874  74.125  74.125
19.440  5.000  11.753  74.125  74.125
19.450  5.000  11.486  74.125  74.125
19.460  5.000  11.398  74.125  74.125
19.470  5.000  11.151  74.125  74.125
19.480  5.000  11.125  74.125  74.125
19.490  5.000  10.850  74.125  74.125
19.500  5.000  10.701  74.125  74.125
19.510  5.000  10.521  74.125  74.125
19.520  5.000  10.406  74.125  74.125
19.530  5.000  10.235  74.125  74.125
19.540  5.000  10.056  74.125  74.125
19.550  5.000  9.910  74.125  74.125
19.560  5.000  9.894  74.125  74.125
19.570  5.000  9.648  74.125  74.125
19.580  5.000  9.447  74.125  74.125
19.590  5.000  9.284  74.125  74.125
19.600  5.000  9.112  74.125  74.125
19.610  5.000  8.983  74.125  74.125
19.620  5.000  8.780  74.125  74.125
19.630  5.000  8.649  74.125  74.125
19.640  5.000  8.538  74.125  74.125
19.650  5.000  8.356  74.125  74.125
19.660  5.000  8.166  74.125  74.125
19.670  5.000  8.018  74.125  74.125
19.680  5.000  7.864  74.125  74.125
19.690  5.000  7.727  74.125  74.125
19.700  5.000  7.554  74.125  74.125
19.710  5.000  7.326  74.125  74.125
19.720  5.000  7.290  74.125  74.125
19.730  5.000  7.106  74.125  74.125
19.740  5.000  7.004  74.125  74.125
19.750  5.000  6.781  74.125  74.125
19.760  5.000  6.673  74.125  74.125
19.770  5.000  6.495  74.125  74.125
19.780  5.000  6.419  74.125  74.125
19.790  5.000  6.244  74.125  74.125
19.800  5.000  6.122  74.125  74.125
19.810  5.000  6.006  74.125  74.125
19.820  5.000  5.810  74.125  74.125
19.830  5.000  5.719  74.125  74.125
19.840  5.000  5.582  74.125  74.125
19.850  5.000  5.418  74.125  74.125
19.860  5.000  5.357  74.125  74.125
19.870  5.000  5.199  74.125  74.125
19.880  5.000  5.060  74.125  74.125
19.890  5.000  4.918  74.125  74.125
19.900  5.000  4.797  74.125  74.125
19.910  5.000  4.685  74.125  74.125
19.920  5.000  4.497  74.125  74.125
19.930  5.000  4.344  74.125  74.125
19.940  5.000  4.340  74.125  74.125
19.950  5.000  4.216  74.125  74.125
19.960  5.000  4.119  74.125  74.125
19.970  5.000  4.093  74.125  74.125
19.980  5.000  4.066  74.125  74.125
19.990  5.000  4.126  74.125  74.125
20.000  5.000  4.065  74.125  74.125
20.010  5.000  3.961  74.125  74.125
20.020  5.000  3.966  74.125  74.125
20.030  5.000  4.041  74.125  74.125
20.040  5.000  4.324  74.125  74.125
20.050  5.000  4.167  74.125  74.125
20.060  5.000  4.140  74.125  74.125
20.070  5.000  4.595  74.125  74.125
20.080  5.000  4.791  74.125  74.125
20.090  5.000  4.908  74.125  74.125
20.100  5.000  4.938  74.125  74.125
20.110  5.000  4.867  74.125  74.125
20.120  5.000  4.928  74.125  74.125
20.130  5.000  4.924  74.125  74.125
20.140  5.000  5.003  74.125  74.125
20.150  5.000  4.965  74.125  74.125
20.160  5.000  4.906  74.125  74.125
20.170  5.000  4.910  74.125  74.125
20.180  5.000  4.958  74.125  74.125
20.190  5.000  5.001  74.125  74.125
20.200  5.000  5.007  74.125  74.125
20.210  5.000  4.949  74.125  74.125
20.220  5.000  4.929  74.125  74.125
20.230  5.000  4.936  74.125  74.125
20.240  5.000  4.969  74.125  74.125
20.250  5.000  4.963  59.456  73.392
20.260  5.000  4.947  59.456  73.392
20.270  5.000  4.975  59.456  73.392
20.280  5.000  4.932  49.437  72.752
20.290  5.000  4.998  41.453  72.119
20.300  5.000  5.003  36.418  71.561
20.310  5.000  5.012  31.702  70.974
20.320  5.000  5.018  30.674  70.530
20.330  5.000  4.986  29.339  70.064
20.340  5.000  4.986  30.055  69.693
20.350  5.000  5.044  28.405  69.214
20.360  5.000  5.079  28.617  68.816
20.370  5.000  5.089  28.085  68.388
20.380  5.000  5.058  29.163  68.039
20.390  5.000  5.056  30.936  67.739
20.400  5.000  5.109  29.706  67.309
20.410  5.000  5.088  28.571  66.876
20.420  5.000  5.151  28.403  66.485
20.430  5.000  5.080  27.156  66.042
20.440  5.000  5.090  27.305  65.660
20.450  5.000  5.157  25.997  65.211
20.460  5.000  5.076  27.734  64.906
20.470  5.000  5.142  27.234  64.509
20.480  5.000  5.111  27.232  64.136
20.490  5.000  5.160  25.500  63.681
20.500  5.000  5.164  24.273  63.238
20.510  5.000  5.180  22.518  62.760
20.520  5.000  5.158  21.647  62.314
20.530  5.000  5.122  20.001  61.825
20.540  5.000  5.145  18.289  61.321
20.550  5.000  5.141  17.205  60.837
20.560  5.000  5.150  14.905  60.286
20.570  5.000  5.199  14.905  60.286
20.580  5.000  5.080  14.905  60.286
20.590  5.000  5.152  14.905  60.286
20.600  5.000  5.013  14.905  60.286
20.610  5.000  5.065  14.905  60.286
20.620  5.000  5.107  14.905  60.286
20.630  5.000  5.148  14.905  60.286
20.640  5.000  5.094  14.905  60.286
