# Captured 2020-06-21 11:16:28.481737 by unknown user
# Built at revision 7b9a516 (dirty)
time(sec)  pc_setpoint  pressure  pa_fast_avg  pa_slow_avg
27.600  5.000  4.886  9.572  4.287
27.610  5.000  4.934  9.572  4.287
27.620  5.000  4.936  8.315  4.277
27.630  5.000  4.978  7.737  4.289
27.640  5.000  4.984  8.350  4.354
27.650  5.000  5.010  9.855  4.469
27.660  5.000  5.000  10.581  4.559
27.670  5.000  5.001  12.352  4.708
27.680  5.000  5.047  11.310  4.732
27.690  5.000  5.037  11.992  4.832
27.700  5.000  5.024  9.865  4.797
27.710  5.000  5.092  11.338  4.922
27.720  5.000  5.172  10.482  4.943
27.730  5.000  5.161  11.176  5.033
27.740  5.000  5.099  11.476  5.110
27.750  5.000  5.126  12.350  5.217
27.760  5.000  5.173  12.350  5.217
27.770  5.000  5.170  12.385  5.290
27.780  5.000  5.208  12.312  5.357
27.790  5.000  5.157  10.593  5.341
27.800  5.000  5.176  8.797  5.304
27.810  5.000  5.166  8.036  5.301
27.820  5.000  5.207  8.036  5.301
27.830  5.000  5.163  8.036  5.301
27.840  5.000  5.186  8.036  5.301
27.850  5.000  5.134  8.036  5.301
27.860  5.000  5.071  8.036  5.301
27.870  5.000  5.042  8.036  5.301
27.880  5.000  5.119  8.036  5.301
27.890  5.000  5.116  8.036  5.301
27.900  5.000  5.109  8.036  5.301
27.910  5.000  5.033  8.036  5.301
27.920  5.000  5.057  8.036  5.301
27.930  5.000  5.126  8.036  5.301
27.940  5.000  5.034  8.036  5.301
27.950  5.000  5.083  8.036  5.301
27.960  5.000  5.060  8.036  5.301
27.970  5.000  5.046  8.036  5.301
27.980  5.000  4.993  8.036  5.301
27.990  5.000  4.977  8.036  5.301
28.000  5.000  4.958  8.036  5.301
28.010  5.000  4.934  8.036  5.301
28.020  5.000  4.910  8.036  5.301
28.030  5.000  4.944  8.036  5.301
28.040  5.000  4.913  8.036  5.301
28.050  5.000  4.858  8.036  5.301
28.060  5.000  4.931  8.036  5.301
28.070  5.000  4.866  8.036  5.301
28.080  5.000  4.861  8.036  5.301
28.090  5.000  4.867  8.036  5.301
28.100  5.000  4.847  8.036  5.301
28.110  5.000  4.823  8.036  5.301
28.120  5.000  4.900  8.036  5.301
28.130  5.000  4.917  8.036  5.301
28.140  5.000  4.887  8.036  5.301
28.150  5.000  4.895  8.036  5.301
28.160  5.000  4.883  8.036  5.301
28.170  5.000  4.973  8.036  5.301
28.180  5.000  5.051  8.036  5.301
28.190  5.000  4.988  6.859  5.269
28.200  5.000  4.944  7.374  5.311
28.210  5.000  4.906  7.527  5.339
28.220  5.000  5.032  7.527  5.339
28.230  5.000  5.016  7.251  5.347
28.240  5.000  5.032  8.739  5.441
28.250  5.000  4.962  7.243  5.399
28.260  5.000  5.021  6.655  5.388
28.270  5.000  5.043  6.987  5.417
28.280  5.000  5.059  9.860  5.576
28.290  5.000  5.065  9.536  5.603
28.300  5.000  5.075  10.615  5.696
28.310  5.000  5.119  9.529  5.691
28.320  5.000  5.086  11.342  5.820
28.330  5.000  5.130  11.293  5.873
28.340  5.000  5.092  9.076  5.816
28.350  5.000  5.137  9.076  5.816
28.360  5.000  5.155  9.076  5.816
28.370  5.000  5.181  9.076  5.816
28.380  5.000  5.123  9.076  5.816
28.390  5.000  5.139  7.513  5.771
28.400  5.000  5.144  7.513  5.771
28.410  5.000  5.230  7.513  5.771
28.420  5.000  5.176  7.513  5.771
28.430  5.000  5.111  7.513  5.771
28.440  5.000  5.165  7.513  5.771
28.450  5.000  5.058  7.513  5.771
28.460  5.000  5.137  7.513  5.771
28.470  5.000  5.118  7.513  5.771
28.480  5.000  5.101  7.513  5.771
28.490  5.000  5.002  7.513  5.771
28.500  5.000  5.114  7.513  5.771
28.510  5.000  5.023  7.513  5.771
28.520  5.000  5.011  7.513  5.771
28.530  5.000  5.084  7.513  5.771
28.540  5.000  5.043  7.513  5.771
28.550  5.000  4.985  7.513  5.771
28.560  5.000  4.959  7.513  5.771
28.570  5.000  5.040  7.513  5.771
28.580  5.000  4.940  7.513  5.771
28.590  5.000  4.991  7.513  5.771
28.600  5.000  4.942  7.513  5.771
28.610  5.000  4.927  7.513  5.771
28.620  5.000  4.917  7.513  5.771
28.630  5.000  4.884  7.513  5.771
28.640  5.000  4.953  7.513  5.771
28.650  5.000  4.942  7.513  5.771
28.660  5.000  4.914  7.513  5.771
28.670  5.000  4.848  7.513  5.771
28.680  5.000  4.851  7.513  5.771
28.690  5.000  4.926  7.513  5.771
28.700  5.000  4.826  7.513  5.771
28.710  5.000  4.882  7.513  5.771
28.720  5.000  4.848  7.513  5.771
28.730  5.000  4.933  7.513  5.771
28.740  5.000  4.954  7.513  5.771
28.750  5.000  4.905  7.513  5.771
28.760  5.000  4.885  7.513  5.771
28.770  5.000  4.953  7.513  5.771
28.780  5.000  4.972  6.699  5.748
28.790  5.000  4.789  7.532  5.799
28.800  5.000  4.955  7.532  5.799
28.810  5.000  4.923  10.956  5.987
28.820  5.000  5.044  10.563  6.017
28.830  5.000  4.957  11.875  6.128
28.840  5.000  4.998  10.410  6.113
28.850  5.000  4.981  10.924  6.181
28.860  5.000  5.029  12.922  6.329
28.870  5.000  5.092  11.196  6.308
28.880  5.000  5.069  12.959  6.445
28.890  5.000  5.109  12.723  6.499
28.900  5.000  5.089  15.052  6.677
28.910  5.000  5.105  12.470  6.632
28.920  5.000  5.146  13.684  6.751
28.930  5.000  5.156  12.909  6.782
28.940  5.000  5.136  12.758  6.835
28.950  5.000  5.160  12.290  6.871
28.960  5.000  5.123  12.385  6.930
28.970  5.000  5.126  10.521  6.891
28.980  5.000  5.227  10.521  6.891
28.990  5.000  5.185  10.521  6.891
29.000  5.000  5.166  10.521  6.891
29.010  5.000  5.126  10.521  6.891
29.020  5.000  5.125  10.521  6.891
29.030  5.000  5.133  10.521  6.891
29.040  5.000  5.108  10.521  6.891
29.050  5.000  5.112  10.521  6.891
29.060  5.000  5.169  10.521  6.891
29.070  5.000  5.213  10.521  6.891
29.080  5.000  5.148  10.521  6.891
29.090  5.000  5.122  10.521  6.891
29.100  5.000  5.012  10.521  6.891
29.110  5.000  5.052  10.521  6.891
29.120  5.000  5.069  10.521  6.891
29.130  5.000  5.055  10.521  6.891
29.140  5.000  5.061  10.521  6.891
29.150  5.000  4.987  10.521  6.891
29.160  5.000  4.981  10.521  6.891
29.170  5.000  4.966  10.521  6.891
29.180  5.000  4.991  10.521  6.891
29.190  5.000  4.919  10.521  6.891
29.200  5.000  4.980  10.521  6.891
29.210  5.000  4.909  10.521  6.891
29.220  5.000  4.785  10.521  6.891
29.230  5.000  4.885  10.521  6.891
29.240  5.000  4.930  10.521  6.891
29.250  5.000  4.914  10.521  6.891
29.260  5.000  4.788  10.521  6.891
29.270  5.000  4.779  10.521  6.891
29.280  5.000  4.752  10.521  6.891
29.290  5.000  4.848  10.521  6.891
29.300  5.000  4.858  10.521  6.891
29.310  5.000  4.879  10.521  6.891
29.320  5.000  4.951  10.521  6.891
29.330  5.000  4.846  10.521  6.891
29.340  5.000  4.858  10.521  6.891
29.350  5.000  4.824  10.521  6.891
29.360  5.000  4.841  9.955  6.899
29.370  5.000  4.943  8.548  6.860
29.380  5.000  4.976  8.548  6.860
29.390  5.000  4.861  8.970  6.898
29.400  5.000  4.941  9.989  6.969
29.410  5.000  5.030  9.039  6.952
29.420  5.000  5.067  9.614  7.002
29.430  5.000  5.122  11.736  7.134
29.440  5.000  5.026  13.096  7.248
29.450  5.000  4.925  15.488  7.426
29.460  5.000  5.032  15.593  7.512
29.470  5.000  5.010  17.033  7.665
29.480  5.000  5.058  17.688  7.791
29.490  5.000  5.082  18.699  7.940
29.500  5.000  5.190  17.141  7.970
29.510  5.000  5.125  17.562  8.083
29.520  5.000  5.134  17.195  8.159
29.530  5.000  5.094  17.856  8.283
29.540  5.000  5.145  15.284  8.250
29.550  5.000  5.164  13.616  8.237
29.560  5.000  5.289  13.616  8.237
29.570  5.000  5.122  13.616  8.237
29.580  5.000  5.205  13.616  8.237
29.590  5.000  5.124  13.616  8.237
29.600  5.000  5.218  13.616  8.237
29.610  5.000  5.134  13.616  8.237
29.620  5.000  5.143  13.616  8.237
29.630  5.000  5.078  13.616  8.237
29.640  5.000  5.215  13.616  8.237
29.650  5.000  5.189  13.616  8.237
29.660  5.000  5.178  13.616  8.237
29.670  5.000  4.985  13.616  8.237
29.680  5.000  5.109  13.616  8.237
29.690  5.000  5.115  13.616  8.237
29.700  5.000  5.133  13.616  8.237
29.710  5.000  5.128  13.616  8.237
29.720  5.000  5.041  13.616  8.237
29.730  5.000  4.995  13.616  8.237
29.740  5.000  5.005  13.616  8.237
29.750  5.000  5.053  13.616  8.237
29.760  5.000  4.997  13.616  8.237
29.770  5.000  5.042  13.616  8.237
29.780  5.000  4.940  13.616  8.237
29.790  5.000  4.884  13.616  8.237
29.800  5.000  4.926  13.616  8.237
29.810  5.000  4.890  13.616  8.237
29.820  5.000  4.884  13.616  8.237
29.830  5.000  4.853  13.616  8.237
29.840  5.000  4.846  13.616  8.237
29.850  5.000  4.858  13.616  8.237
29.860  5.000  4.827  13.616  8.237
29.870  5.000  4.770  13.616  8.237
29.880  5.000  4.782  13.616  8.237
29.890  5.000  4.745  13.616  8.237
29.900  5.000  4.831  13.616  8.237
29.910  5.000  4.792  13.616  8.237
29.920  5.000  4.880  13.616  8.237
29.930  5.000  4.820  13.616  8.237
29.940  5.000  4.894  13.616  8.237
29.950  5.000  4.852  13.616  8.237
29.960  5.000  4.820  12.955  8.258
29.970  5.000  4.857  11.171  8.215
29.980  5.000  4.834  13.743  8.374
29.990  5.000  4.959  13.640  8.422
30.000  5.000  4.885  16.656  8.625
30.010  5.000  5.011  16.016  8.673
30.020  5.000  5.049  15.898  8.741
30.030  5.000  5.035  17.808  8.908
30.040  5.000  5.032  19.979  9.106
30.050  5.000  5.070  20.853  9.258
30.060  5.000  5.046  22.582  9.460
30.070  5.000  5.069  24.391  9.682
30.080  5.000  5.087  26.517  9.935
30.090  5.000  5.202  25.522  10.051
30.100  5.000  5.204  23.052  10.083
30.110  5.000  5.136  22.762  10.198
30.120  5.000  5.121  22.714  10.321
30.130  5.000  5.239  22.212  10.420
30.140  5.000  5.216  22.373  10.546
30.150  5.000  5.189  23.325  10.712
30.160  5.000  5.185  21.304  10.737
30.170  5.000  5.257  21.304  10.737
30.180  5.000  5.170  21.304  10.737
30.190  5.000  5.215  21.304  10.737
30.200  5.000  5.166  21.304  10.737
30.210  5.000  5.229  21.304  10.737
30.220  5.000  5.194  21.304  10.737
30.230  5.000  5.227  21.304  10.737
30.240  5.000  5.123  21.304  10.737
30.250  5.000  5.145  21.304  10.737
30.260  5.000  5.153  21.304  10.737
30.270  5.000  5.196  21.304  10.737
30.280  5.000  5.086  21.304  10.737
30.290  5.000  5.046  21.304  10.737
30.300  5.000  4.940  21.304  10.737
30.310  5.000  4.996  21.304  10.737
30.320  5.000  4.987  21.304  10.737
30.330  5.000  4.955  21.304  10.737
30.340  5.000  4.978  21.304  10.737
30.350  5.000  4.969  21.304  10.737
30.360  5.000  4.889  21.304  10.737
30.370  5.000  4.928  21.304  10.737
30.380  5.000  4.841  21.304  10.737
30.390  5.000  4.832  21.304  10.737
30.400  5.000  4.811  21.304  10.737
30.410  5.000  4.790  21.304  10.737
30.420  5.000  4.819  21.304  10.737
30.430  5.000  4.791  21.304  10.737
30.440  5.000  4.760  21.304  10.737
30.450  5.000  4.724  21.304  10.737
30.460  5.000  4.768  21.304  10.737
30.470  5.000  4.792  21.304  10.737
30.480  5.000  4.806  21.304  10.737
30.490  5.000  4.866  21.304  10.737
30.500  5.000  4.735  21.304  10.737
30.510  5.000  4.783  18.246  10.690
30.520  5.000  4.879  18.246  10.690
30.530  5.000  4.936  18.246  10.690
30.540  5.000  4.885  19.117  10.809
30.550  5.000  4.928  18.358  10.854
30.560  5.000  4.969  18.677  10.945
30.570  5.000  4.952  16.974  10.937
30.580  5.000  5.020  17.394  11.018
30.590  5.000  5.032  18.861  11.156
30.600  5.000  5.095  21.083  11.344
30.610  5.000  5.002  23.485  11.561
30.620  5.000  5.088  22.348  11.624
30.630  5.000  5.075  22.052  11.716
30.640  5.000  5.204  22.579  11.846
30.650  5.000  5.147  24.296  12.039
30.660  5.000  5.129  23.226  12.108
30.670  5.000  5.075  22.138  12.165
30.680  5.000  5.185  22.026  12.259
30.690  5.000  5.087  21.783  12.344
30.700  5.000  5.136  22.316  12.465
30.710  5.000  5.243  18.850  12.391
30.720  5.000  5.281  16.355  12.330
30.730  5.000  5.264  14.812  12.294
30.740  5.000  5.281  14.812  12.294
30.750  5.000  5.104  14.812  12.294
30.760  5.000  5.150  14.812  12.294
30.770  5.000  5.243  14.812  12.294
30.780  5.000  5.302  14.812  12.294
30.790  5.000  5.185  14.812  12.294
30.800  5.000  5.117  14.812  12.294
30.810  5.000  5.124  14.812  12.294
30.820  5.000  5.182  14.812  12.294
30.830  5.000  5.151  14.812  12.294
30.840  5.000  5.072  14.812  12.294
30.850  5.000  5.045  14.812  12.294
30.860  5.000  5.059  14.812  12.294
30.870  5.000  5.031  14.812  12.294
30.880  5.000  4.956  14.812  12.294
30.890  5.000  4.918  14.812  12.294
30.900  5.000  4.960  14.812  12.294
30.910  5.000  4.904  14.812  12.294
30.920  5.000  4.874  14.812  12.294
30.930  5.000  4.845  14.812  12.294
30.940  5.000  4.852  14.812  12.294
30.950  5.000  4.777  14.812  12.294
30.960  5.000  4.796  14.812  12.294
30.970  5.000  4.775  14.812  12.294
30.980  5.000  4.830  14.812  12.294
30.990  5.000  4.840  14.812  12.294
31.000  5.000  4.725  14.812  12.294
31.010  5.000  4.851  14.812  12.294
31.020  5.000  4.819  14.812  12.294
31.030  5.000  4.805  14.812  12.294
31.040  5.000  4.770  0.000  0.000
31.050  7.501  4.846  0.000  0.000
31.060  10.000  5.039  0.000  0.000
31.070  12.500  5.818  0.000  0.000
31.080  15.000  7.501  0.000  0.000
31.090  17.501  9.506  0.000  0.000
31.100  20.000  10.670  0.000  0.000
31.110  22.500  11.867  0.000  0.000
31.120  25.000  13.721  0.000  0.000
31.130  27.500  14.720  0.000  0.000
31.140  30.000  15.683  0.000  0.000
31.150  30.000  16.383  0.000  0.000
31.160  30.000  16.439  0.000  0.000
31.170  30.000  17.314  0.000  0.000
31.180  30.000  16.737  0.000  0.000
31.190  30.000  17.874  0.000  0.000
31.200  30.000  18.194  0.000  0.000
31.210  30.000  18.381  0.000  0.000
31.220  30.000  19.042  0.000  0.000
31.230  30.000  19.435  0.000  0.000
31.240  30.000  19.426  0.000  0.000
31.250  30.000  20.127  0.000  0.000
31.260  30.000  20.513  0.000  0.000
31.270  30.000  20.632  0.000  0.000
31.280  30.000  21.119  0.000  0.000
31.290  30.000  21.159  0.000  0.000
31.300  30.000  21.994  0.000  0.000
31.310  30.000  22.375  0.000  0.000
31.320  30.000  22.585  0.000  0.000
31.330  30.000  22.367  0.000  0.000
31.340  30.000  23.509  0.000  0.000
31.350  30.000  23.401  0.000  0.000
31.360  30.000  23.766  0.000  0.000
31.370  30.000  23.790  0.000  0.000
31.380  30.000  24.371  0.000  0.000
31.390  30.000  24.539  0.000  0.000
31.400  30.000  24.871  0.000  0.000
31.410  30.000  25.244  0.000  0.000
31.420  30.000  25.996  0.000  0.000
31.430  30.000  25.656  0.000  0.000
31.440  30.000  26.347  0.000  0.000
31.450  30.000  26.231  0.000  0.000
31.460  30.000  26.948  0.000  0.000
31.470  30.000  26.533  0.000  0.000
31.480  30.000  27.687  0.000  0.000
31.490  30.000  26.887  0.000  0.000
31.500  30.000  27.986  0.000  0.000
31.510  30.000  28.291  0.000  0.000
31.520  30.000  28.481  0.000  0.000
31.530  30.000  29.045  0.000  0.000
31.540  30.000  28.902  0.000  0.000
31.550  30.000  29.674  0.000  0.000
31.560  30.000  29.719  0.000  0.000
31.570  30.000  30.258  0.000  0.000
31.580  30.000  29.917  0.000  0.000
31.590  30.000  30.468  0.000  0.000
31.600  30.000  30.680  0.000  0.000
31.610  30.000  30.631  0.000  0.000
31.620  30.000  31.203  0.000  0.000
31.630  30.000  30.765  0.000  0.000
31.640  30.000  31.406  0.000  0.000
31.650  30.000  31.211  0.000  0.000
31.660  30.000  30.880  0.000  0.000
31.670  30.000  30.723  0.000  0.000
31.680  30.000  30.340  0.000  0.000
31.690  30.000  30.229  0.000  0.000
31.700  30.000  30.423  0.000  0.000
31.710  30.000  30.689  0.000  0.000
31.720  30.000  30.665  0.000  0.000
31.730  30.000  30.496  0.000  0.000
31.740  30.000  31.130  0.000  0.000
31.750  30.000  30.665  0.000  0.000
31.760  30.000  31.386  0.000  0.000
31.770  30.000  31.275  0.000  0.000
31.780  30.000  30.807  0.000  0.000
31.790  30.000  31.149  0.000  0.000
31.800  30.000  30.473  0.000  0.000
31.810  30.000  30.914  0.000  0.000
31.820  30.000  30.300  0.000  0.000
31.830  30.000  30.620  0.000  0.000
31.840  30.000  30.657  0.000  0.000
31.850  30.000  30.023  0.000  0.000
31.860  30.000  30.743  0.000  0.000
31.870  30.000  30.444  0.000  0.000
31.880  30.000  30.462  0.000  0.000
31.890  30.000  30.385  0.000  0.000
31.900  30.000  30.484  0.000  0.000
31.910  30.000  30.629  0.000  0.000
31.920  30.000  30.693  0.000  0.000
31.930  30.000  30.702  0.000  0.000
31.940  30.000  30.708  0.000  0.000
31.950  30.000  30.142  0.000  0.000
31.960  30.000  30.319  0.000  0.000
31.970  30.000  30.408  0.000  0.000
31.980  30.000  30.273  0.000  0.000
31.990  30.000  30.211  0.000  0.000
32.000  30.000  30.079  0.000  0.000
32.010  30.000  30.433  0.000  0.000
32.020  30.000  30.259  0.000  0.000
32.030  30.000  30.326  0.000  0.000
32.040  30.000  29.885  0.000  0.000
32.050  5.000  30.285  69.392  69.392
32.060  5.000  29.242  69.392  69.392
32.070  5.000  24.063  69.392  69.392
32.080  5.000  18.937  69.392  69.392
32.090  5.000  18.182  69.392  69.392
32.100  5.000  17.491  69.392  69.392
32.110  5.000  17.169  69.392  69.392
32.120  5.000  16.555  69.392  69.392
32.130  5.000  16.001  69.392  69.392
32.140  5.000  15.598  69.392  69.392
32.150  5.000  15.219  69.392  69.392
32.160  5.000  14.875  69.392  69.392
32.170  5.000  14.652  69.392  69.392
32.180  5.000  14.310  69.392  69.392
32.190  5.000  14.123  69.392  69.392
32.200  5.000  13.744  69.392  69.392
32.210  5.000  13.660  69.392  69.392
32.220  5.000  13.337  69.392  69.392
32.230  5.000  13.308  69.392  69.392
32.240  5.000  12.967  69.392  69.392
32.250  5.000  12.797  69.392  69.392
32.260  5.000  12.596  69.392  69.392
32.270  5.000  12.443  69.392  69.392
32.280  5.000  12.314  69.392  69.392
32.290  5.000  12.254  69.392  69.392
32.300  5.000  12.058  69.392  69.392
32.310  5.000  11.720  69.392  69.392
32.320  5.000  11.453  69.392  69.392
32.330  5.000  11.203  69.392  69.392
32.340  5.000  11.109  69.392  69.392
32.350  5.000  10.811  69.392  69.392
32.360  5.000  10.709  69.392  69.392
32.370  5.000  10.515  69.392  69.392
32.380  5.000  10.371  69.392  69.392
32.390  5.000  10.226  69.392  69.392
32.400  5.000  9.987  69.392  69.392
32.410  5.000  9.835  69.392  69.392
32.420  5.000  9.714  69.392  69.392
32.430  5.000  9.487  69.392  69.392
32.440  5.000  9.354  69.392  69.392
32.450  5.000  9.163  69.392  69.392
32.460  5.000  9.099  69.392  69.392
32.470  5.000  8.847  69.392  69.392
32.480  5.000  8.688  69.392  69.392
32.490  5.000  8.650  69.392  69.392
32.500  5.000  8.455  69.392  69.392
32.510  5.000  8.231  69.392  69.392
32.520  5.000  8.193  69.392  69.392
32.530  5.000  7.986  69.392  69.392
32.540  5.000  7.861  69.392  69.392
32.550  5.000  7.769  69.392  69.392
32.560  5.000  7.572  69.392  69.392
32.570  5.000  7.475  69.392  69.392
32.580  5.000  7.314  69.392  69.392
32.590  5.000  7.177  69.392  69.392
32.600  5.000  7.005  69.392  69.392
32.610  5.000  6.881  69.392  69.392
32.620  5.000  6.740  69.392  69.392
32.630  5.000  6.585  69.392  69.392
32.640  5.000  6.485  69.392  69.392
32.650  5.000  6.360  69.392  69.392
32.660  5.000  6.182  69.392  69.392
32.670  5.000  6.062  69.392  69.392
32.680  5.000  5.935  69.392  69.392
32.690  5.000  5.876  69.392  69.392
32.700  5.000  5.708  69.392  69.392
32.710  5.000  5.558  69.392  69.392
32.720  5.000  5.526  69.392  69.392
32.730  5.000  5.300  69.392  69.392
32.740  5.000  5.197  69.392  69.392
32.750  5.000  5.177  69.392  69.392
32.760  5.000  5.025  69.392  69.392
32.770  5.000  4.849  69.392  69.392
32.780  5.000  4.749  69.392  69.392
32.790  5.000  4.647  69.392  69.392
32.800  5.000  4.508  69.392  69.392
32.810  5.000  4.428  69.392  69.392
32.820  5.000  4.316  69.392  69.392
32.830  5.000  4.288  69.392  69.392
32.840  5.000  4.276  69.392  69.392
32.850  5.000  4.229  69.392  69.392
32.860  5.000  4.189  69.392  69.392
32.870  5.000  4.173  69.392  69.392
32.880  5.000  4.162  69.392  69.392
32.890  5.000  4.061  69.392  69.392
32.900  5.000  4.054  69.392  69.392
32.910  5.000  3.985  69.392  69.392
32.920  5.000  2.678  69.392  69.392
32.930  5.000  4.403  69.392  69.392
32.940  5.000  3.583  69.392  69.392
32.950  5.000  5.107  69.392  69.392
32.960  5.000  5.196  69.392  69.392
32.970  5.000  5.181  69.392  69.392
32.980  5.000  4.996  69.392  69.392
32.990  5.000  4.815  69.392  69.392
33.000  5.000  4.935  69.392  69.392
33.010  5.000  4.923  69.392  69.392
33.020  5.000  5.033  69.392  69.392
33.030  5.000  4.987  69.392  69.392
33.040  5.000  4.906  69.392  69.392
33.050  5.000  4.831  69.392  69.392
33.060  5.000  4.928  69.392  69.392
33.070  5.000  5.062  69.392  69.392
33.080  5.000  5.038  69.392  69.392
33.090  5.000  4.953  69.392  69.392
33.100  5.000  4.985  69.392  69.392
33.110  5.000  4.913  69.392  69.392
33.120  5.000  4.966  69.392  69.392
33.130  5.000  4.915  69.392  69.392
33.140  5.000  4.976  55.702  68.707
33.150  5.000  4.993  45.223  68.053
33.160  5.000  5.049  37.771  67.453
33.170  5.000  4.967  33.115  66.923
33.180  5.000  4.922  28.842  66.371
33.190  5.000  4.928  28.378  65.973
33.200  5.000  5.021  29.075  65.632
33.210  5.000  5.040  29.917  65.308
33.220  5.000  4.971  33.199  65.118
33.230  5.000  4.957  36.127  64.945
33.240  5.000  5.005  38.000  64.751
33.250  5.000  5.084  37.763  64.472
33.260  5.000  5.032  40.877  64.360
33.270  5.000  5.160  39.895  64.076
33.280  5.000  5.123  39.737  63.827
33.290  5.000  5.091  41.336  63.666
33.300  5.000  5.102  44.731  63.612
33.310  5.000  5.043  48.232  63.598
33.320  5.000  5.095  50.242  63.545
33.330  5.000  5.197  49.192  63.360
33.340  5.000  5.210  47.507  63.134
33.350  5.000  5.219  42.252  62.715
33.360  5.000  5.171  40.753  62.435
33.370  5.000  5.162  38.726  62.117
33.380  5.000  5.141  38.179  61.856
33.390  5.000  5.161  36.874  61.554
33.400  5.000  5.194  33.708  61.149
33.410  5.000  5.157  32.201  60.799
33.420  5.000  5.033  30.802  60.443
33.430  5.000  5.103  30.264  60.120
33.440  5.000  5.135  25.072  59.561
33.450  5.000  5.201  22.185  59.072
33.460  5.000  5.125  20.215  58.605
33.470  5.000  5.099  16.574  58.039
33.480  5.000  5.086  16.574  58.039
33.490  5.000  5.146  16.574  58.039
33.500  5.000  5.106  16.574  58.039
33.510  5.000  5.076  16.574  58.039
33.520  5.000  5.025  16.574  58.039
33.530  5.000  5.015  16.574  58.039
33.540  5.000  5.063  16.574  58.039
33.550  5.000  4.933  16.574  58.039
33.560  5.000  5.031  16.574  58.039
33.570  5.000  4.979  16.574  58.039
33.580  5.000  4.961  16.574  58.039
33.590  5.000  4.938  16.574  58.039
33.600  5.000  4.882  16.574  58.039
33.610  5.000  4.915  16.574  58.039
33.620  5.000  4.848  16.574  58.039
33.630  5.000  4.904  16.574  58.039
33.640  5.000  4.847  16.574  58.039
33.650  5.000  4.872  13.929  57.492
33.660  5.000  4.914  13.929  57.492
33.670  5.000  4.878  13.929  57.492
33.680  5.000  4.802  14.195  57.070
33.690  5.000  4.830  13.399  56.601
33.700  5.000  4.932  11.950  56.097
33.710  5.000  4.977  9.716  55.543
33.720  5.000  4.927  11.970  55.198
33.730  5.000  4.886  15.297  54.932
33.740  5.000  4.852  18.938  54.718
33.750  5.000  4.945  21.505  54.488
33.760  5.000  5.034  23.819  54.274
33.770  5.000  5.069  26.912  54.124
33.780  5.000  4.885  29.883  54.001
33.790  5.000  4.924  33.607  53.946
33.800  5.000  4.958  35.906  53.857
33.810  5.000  5.072  37.995  53.782
33.820  5.000  5.029  42.131  53.831
33.830  5.000  5.054  43.589  53.787
33.840  5.000  5.048  46.737  53.842
33.850  5.000  5.042  48.069  53.838
33.860  5.000  5.132  47.356  53.745
33.870  5.000  5.064  48.511  53.738
33.880  5.000  5.099  48.625  53.692
33.890  5.000  5.129  49.707  53.695
33.900  5.000  5.111  50.173  53.679
33.910  5.000  5.118  52.056  53.738
33.920  5.000  5.138  52.357  53.736
33.930  5.000  5.125  52.230  53.716
33.940  5.000  5.246  50.547  53.617
33.950  5.000  5.223  48.939  53.506
33.960  5.000  5.214  46.762  53.351
33.970  5.000  5.239  43.747  53.135
33.980  5.000  5.152  39.355  52.821
33.990  5.000  5.114  35.916  52.515
34.000  5.000  5.158  34.035  52.255
34.010  5.000  5.139  31.155  51.928
34.020  5.000  5.165  25.120  51.419
34.030  5.000  5.130  25.120  51.419
34.040  5.000  5.163  21.195  50.960
34.050  5.000  5.000  18.901  50.547
34.060  5.000  5.075  18.901  50.547
34.070  5.000  5.084  18.901  50.547
34.080  5.000  5.050  18.901  50.547
34.090  5.000  4.981  15.159  50.044
34.100  5.000  5.008  15.159  50.044
34.110  5.000  5.080  15.159  50.044
34.120  5.000  5.022  15.159  50.044
34.130  5.000  5.025  15.159  50.044
34.140  5.000  4.960  15.159  50.044
34.150  5.000  4.896  15.159  50.044
34.160  5.000  4.970  15.159  50.044
34.170  5.000  4.910  15.159  50.044
34.180  5.000  4.815  15.159  50.044
34.190  5.000  4.866  15.159  50.044
34.200  5.000  4.907  15.159  50.044
34.210  5.000  4.825  15.159  50.044
34.220  5.000  4.840  15.159  50.044
34.230  5.000  4.764  15.159  50.044
34.240  5.000  4.795  12.164  49.545
34.250  5.000  4.946  12.164  49.545
34.260  5.000  4.870  13.692  49.248
34.270  5.000  4.877  16.706  49.043
34.280  5.000  4.836  19.537  48.861
34.290  5.000  4.901  19.836  48.583
34.300  5.000  4.888  21.578  48.382
34.310  5.000  4.999  23.222  48.197
34.320  5.000  4.915  30.415  48.306
34.330  5.000  4.969  32.591  48.236
34.340  5.000  4.980  35.269  48.214
34.350  5.000  4.938  38.456  48.244
34.360  5.000  5.055  40.713  48.259
34.370  5.000  4.974  44.228  48.359
34.380  5.000  5.125  45.033  48.358
34.390  5.000  4.971  48.428  48.494
34.400  5.000  5.011  49.699  48.557
34.410  5.000  5.096  50.716  48.620
34.420  5.000  5.004  53.849  48.797
34.430  5.000  5.060  52.746  48.792
34.440  5.000  5.200  53.231  48.856
34.450  5.000  5.093  53.168  48.897
34.460  5.000  5.075  54.273  48.995
34.470  5.000  5.113  54.269  49.047
34.480  5.000  5.104  53.046  49.038
34.490  5.000  5.179  50.369  48.945
34.500  5.000  5.179  49.313  48.906
34.510  5.000  5.256  47.351  48.812
34.520  5.000  5.217  42.660  48.563
34.530  5.000  5.136  39.344  48.338
34.540  5.000  5.143  37.125  48.137
