# covent_pc_3
# Captured 2020-07-03 03:10:53.974487 by unknown user
# Built at revision a9175b3 (dirty)
time(sec) pc_setpoint pressure dp_inhale dp_exhale cmd_inh_valve cmd_exh_valve cmd_psol
3.780 5.000 0.518 4.022 1.444 0.594 0.301 0.000
3.790 5.000 0.476 3.815 1.441 0.599 0.298 0.000
3.800 5.000 0.443 3.741 1.100 0.610 0.292 0.000
3.810 5.000 0.496 4.189 1.414 0.607 0.294 0.000
3.820 5.000 0.527 4.183 1.380 0.598 0.299 0.000
3.830 5.000 0.537 3.746 1.305 0.588 0.304 0.000
3.840 5.000 0.525 3.431 1.597 0.582 0.308 0.000
3.850 5.000 0.494 3.136 1.512 0.582 0.307 0.000
3.860 5.000 0.519 3.189 1.457 0.575 0.311 0.000
3.870 5.000 0.525 2.801 1.407 0.568 0.315 0.000
3.880 5.000 0.547 2.441 1.467 0.556 0.322 0.000
3.890 5.000 0.547 2.571 1.581 0.545 0.328 0.000
3.900 5.000 0.543 2.410 1.432 0.534 0.334 0.000
3.910 5.000 0.542 2.466 1.588 0.524 0.339 0.000
3.920 5.000 0.540 2.476 1.592 0.514 0.345 0.000
3.930 5.000 0.550 2.155 1.723 0.502 0.351 0.000
3.940 5.000 0.536 1.798 1.497 0.493 0.356 0.000
3.950 5.000 0.518 1.499 1.564 0.489 0.359 0.000
3.960 5.000 0.518 1.318 1.622 0.483 0.362 0.000
3.970 5.000 0.542 1.124 1.690 0.472 0.368 0.000
3.980 5.000 0.528 0.998 1.670 0.465 0.372 0.000
3.990 5.000 0.526 0.825 1.667 0.458 0.376 0.000
4.000 5.000 0.496 0.848 1.488 0.458 0.376 0.000
4.010 5.000 0.519 0.689 1.568 0.451 0.379 0.000
4.020 5.000 0.518 0.756 1.588 0.446 0.382 0.000
4.030 5.000 0.505 0.648 1.679 0.443 0.384 0.000
4.040 5.000 0.506 0.809 1.684 0.440 0.385 0.000
4.050 5.000 0.484 0.755 1.499 0.442 0.384 0.000
4.060 5.000 0.483 0.824 1.465 0.444 0.383 0.000
4.070 5.000 0.483 0.731 1.527 0.445 0.383 0.000
4.080 5.000 0.469 0.689 1.564 0.450 0.380 0.000
4.090 5.000 0.479 0.798 1.540 0.452 0.379 0.000
4.100 5.000 0.474 0.797 1.471 0.456 0.377 0.000
4.110 5.000 0.466 0.737 1.472 0.461 0.374 0.000
4.120 5.000 0.457 0.850 1.448 0.468 0.370 0.000
4.130 5.000 0.453 0.785 1.430 0.476 0.366 0.000
4.140 5.000 0.460 1.070 1.501 0.481 0.363 0.000
4.150 5.000 0.464 1.132 1.447 0.487 0.360 0.000
