# Captured 2020-06-21 04:24:23.417792 by unknown user
# Built at revision 944c41f (dirty)
time(sec)  pc_setpoint  pressure  net_flow
16.620  5.000  8.514  -277.277
16.630  5.000  8.528  -268.206
16.640  5.000  8.488  -263.797
16.650  5.000  8.422  -281.401
16.660  5.000  8.300  -266.296
16.670  5.000  8.231  -259.288
16.680  5.000  8.237  -264.239
16.690  5.000  8.236  -254.622
16.700  5.000  8.136  -262.625
16.710  5.000  8.165  -260.896
16.720  5.000  8.065  -253.509
16.730  5.000  8.137  -258.153
16.740  5.000  8.044  -252.338
16.750  5.000  8.032  -253.967
16.760  5.000  8.014  -250.104
16.770  5.000  7.892  -246.352
16.780  5.000  7.811  -232.192
16.790  5.000  7.771  -233.458
16.800  5.000  7.832  -242.174
16.810  5.000  7.758  -235.507
16.820  5.000  7.741  -242.925
16.830  5.000  7.771  -243.611
16.840  5.000  7.641  -232.098
16.850  5.000  7.581  -228.205
16.860  5.000  7.572  -237.241
16.870  5.000  7.526  -225.478
16.880  5.000  7.501  -230.281
16.890  5.000  7.505  -234.397
16.900  5.000  7.497  -232.759
16.910  5.000  7.361  -219.272
16.920  5.000  7.408  -222.526
16.930  5.000  7.256  -211.990
16.940  5.000  7.341  -211.734
16.950  5.000  7.297  -217.057
16.960  5.000  7.148  -210.580
16.970  5.000  7.166  -209.045
16.980  5.000  7.191  -218.764
16.990  5.000  7.148  -220.831
17.000  5.000  7.079  -205.049
17.010  5.000  7.063  -208.429
17.020  5.000  7.027  -207.351
17.030  5.000  6.985  -200.605
17.040  5.000  6.964  -196.114
17.050  5.000  6.904  -195.277
17.060  5.000  6.859  -204.222
17.070  5.000  6.838  -203.539
17.080  5.000  6.777  -198.556
17.090  5.000  6.787  -197.974
17.100  5.000  6.739  -193.930
17.110  5.000  6.738  -192.487
17.120  5.000  6.666  -193.630
17.130  5.000  6.615  -187.508
17.140  5.000  6.631  -191.897
17.150  5.000  6.517  -182.882
17.160  5.000  6.527  -186.520
17.170  5.000  6.529  -178.483
17.180  5.000  6.445  -172.574
17.190  5.000  6.518  -180.687
17.200  5.000  6.440  -181.189
17.210  5.000  6.438  -171.464
17.220  5.000  6.348  -176.191
17.230  5.000  6.248  -171.387
17.240  5.000  6.283  -175.358
17.250  5.000  6.261  -165.562
17.260  5.000  6.228  -174.011
17.270  5.000  6.206  -171.482
17.280  5.000  6.155  -160.085
17.290  5.000  6.211  -168.830
17.300  5.000  6.106  -162.903
17.310  5.000  6.119  -164.751
17.320  5.000  5.997  -151.146
17.330  5.000  6.035  -154.534
17.340  5.000  6.089  -162.948
17.350  5.000  5.984  -150.124
17.360  5.000  6.028  -149.850
17.370  5.000  5.938  -145.111
17.380  5.000  5.832  -139.988
17.390  5.000  5.858  -146.481
17.400  5.000  5.757  -132.716
17.410  5.000  5.828  -148.602
17.420  5.000  5.786  -148.309
17.430  5.000  5.819  -145.193
17.440  5.000  5.710  -132.298
17.450  5.000  5.753  -144.546
17.460  5.000  5.741  -139.137
17.470  5.000  5.703  -136.528
17.480  5.000  5.727  -150.082
17.490  5.000  5.600  -137.118
17.500  5.000  5.584  -124.945
17.510  5.000  5.613  -137.432
17.520  5.000  5.548  -121.467
17.530  5.000  5.476  -131.329
17.540  5.000  5.484  -121.786
17.550  5.000  5.390  -119.408
17.560  5.000  5.390  -119.745
17.570  5.000  5.420  -123.492
17.580  5.000  5.386  -122.665
17.590  5.000  5.347  -119.523
17.600  5.000  5.326  -117.272
17.610  5.000  5.300  -110.617
17.620  5.000  5.350  -110.614
17.630  5.000  5.352  -114.391
17.640  5.000  5.289  -112.019
17.650  5.000  5.276  -112.414
17.660  5.000  5.271  -107.743
17.670  5.000  5.252  -116.651
17.680  5.000  5.235  -109.367
17.690  5.000  5.168  -106.952
17.700  5.000  5.100  -99.405
17.710  5.000  4.973  -112.727
17.720  5.000  5.045  -96.995
17.730  5.000  5.074  -104.960
17.740  5.000  5.163  -113.084
17.750  5.000  5.066  -103.713
17.760  5.000  4.981  -101.082
17.770  5.000  5.010  -91.518
17.780  5.000  4.999  -98.310
17.790  5.000  4.968  -97.696
17.800  5.000  4.926  -101.567
17.810  5.000  4.903  -101.381
17.820  5.000  4.956  -96.738
17.830  5.000  4.880  -92.756
17.840  5.000  4.910  -88.529
17.850  5.000  4.850  -84.355
17.860  5.000  4.852  -75.221
17.870  5.000  4.852  -75.500
17.880  5.000  4.866  -67.361
17.890  5.000  4.895  -61.599
17.900  5.000  4.841  -53.293
17.910  5.000  4.904  -40.748
17.920  5.000  5.005  -57.303
17.930  5.000  4.934  -58.088
17.940  5.000  4.896  -50.550
17.950  5.000  4.882  -31.542
17.960  5.000  4.884  -36.325
17.970  5.000  4.860  -30.630
17.980  5.000  4.848  -26.574
17.990  5.000  4.941  -17.546
18.000  5.000  4.843  -16.951
18.010  5.000  4.862  -1.820
18.020  5.000  4.868  1.571
18.030  5.000  4.866  14.338
18.040  5.000  4.853  6.752
18.050  5.000  4.932  5.019
18.060  7.000  4.907  -7.955
18.070  8.999  4.921  60.739
18.080  10.999  5.733  182.086
18.090  12.999  6.933  298.248
18.100  14.999  7.952  402.239
18.110  16.999  8.228  481.209
18.120  18.999  8.634  547.632
18.130  20.999  9.122  653.791
18.140  22.999  9.688  749.945
18.150  24.999  10.313  753.711
18.160  25.000  9.839  858.656
18.170  25.000  10.020  848.715
18.180  25.000  10.176  805.322
18.190  25.000  10.101  1010.876
18.200  25.000  10.821  685.007
18.210  25.000  10.116  927.733
18.220  25.000  10.692  1008.822
18.230  25.000  11.224  718.908
18.240  25.000  10.997  735.475
18.250  25.000  11.224  804.765
18.260  25.000  11.797  642.727
18.270  25.000  11.819  825.000
18.280  25.000  12.044  709.825
18.290  25.000  11.766  821.661
18.300  25.000  12.055  792.195
18.310  25.000  12.400  692.683
18.320  25.000  13.041  667.374
18.330  25.000  12.554  1093.811
18.340  25.000  12.351  1078.257
18.350  25.000  13.191  646.065
18.360  25.000  13.008  728.729
18.370  25.000  13.372  745.439
18.380  25.000  13.662  727.137
18.390  25.000  13.923  669.530
18.400  25.000  13.601  842.082
18.410  25.000  13.901  765.834
18.420  25.000  14.410  698.505
18.430  25.000  14.309  705.748
18.440  25.000  14.222  703.533
18.450  25.000  14.475  732.623
18.460  25.000  14.795  740.528
18.470  25.000  14.780  718.444
18.480  25.000  14.608  713.948
18.490  25.000  15.026  767.148
18.500  25.000  14.914  833.637
18.510  25.000  15.323  737.590
18.520  25.000  15.434  772.702
18.530  25.000  15.822  766.197
18.540  25.000  15.632  791.692
18.550  25.000  15.455  811.665
18.560  25.000  15.966  789.281
18.570  25.000  15.957  983.915
18.580  25.000  16.673  710.455
18.590  25.000  15.837  900.934
18.600  25.000  17.010  707.454
18.610  25.000  16.809  746.712
18.620  25.000  16.970  756.215
18.630  25.000  16.971  678.894
18.640  25.000  17.282  715.466
18.650  25.000  17.456  748.676
18.660  25.000  17.591  713.443
18.670  25.000  17.767  656.647
18.680  25.000  17.862  697.828
18.690  25.000  17.986  804.002
18.700  25.000  18.352  629.803
18.710  25.000  18.397  774.736
18.720  25.000  18.827  643.778
18.730  25.000  18.667  690.504
18.740  25.000  19.205  734.722
18.750  25.000  19.388  626.010
18.760  25.000  18.944  779.582
18.770  25.000  19.434  697.060
18.780  25.000  19.331  767.558
18.790  25.000  19.776  673.355
18.800  25.000  19.904  736.916
18.810  25.000  19.784  714.582
18.820  25.000  19.823  745.956
18.830  25.000  19.304  857.239
18.840  25.000  20.552  607.769
18.850  25.000  20.058  813.741
18.860  25.000  20.868  712.018
18.870  25.000  20.539  698.364
18.880  25.000  20.833  772.869
18.890  25.000  20.856  796.608
18.900  25.000  21.539  655.164
18.910  25.000  21.019  740.085
18.920  25.000  21.346  676.970
18.930  25.000  21.511  733.868
18.940  25.000  21.888  645.439
18.950  25.000  21.262  1048.019
18.960  25.000  22.044  631.958
18.970  25.000  21.927  699.274
18.980  25.000  22.158  773.305
18.990  25.000  22.387  692.658
19.000  25.000  22.858  755.086
19.010  25.000  22.788  775.019
19.020  25.000  23.189  653.896
19.030  25.000  23.260  676.253
19.040  25.000  22.919  757.003
19.050  25.000  23.139  673.165
19.060  25.000  23.244  712.531
19.070  25.000  23.680  724.540
19.080  25.000  23.437  716.828
19.090  25.000  23.691  678.674
19.100  25.000  23.695  762.897
19.110  25.000  23.993  684.696
19.120  25.000  23.861  755.417
19.130  25.000  24.305  781.300
19.140  25.000  24.256  725.618
19.150  25.000  24.808  646.081
19.160  25.000  24.933  674.280
19.170  25.000  24.601  763.834
19.180  25.000  25.559  638.479
19.190  25.000  25.243  638.979
19.200  25.000  25.293  658.903
19.210  25.000  25.067  698.623
19.220  25.000  25.464  631.302
19.230  25.000  25.891  627.532
19.240  25.000  25.240  675.744
19.250  25.000  25.487  684.790
19.260  25.000  25.977  653.903
19.270  25.000  25.943  687.707
19.280  25.000  26.441  591.974
19.290  25.000  26.135  607.070
19.300  25.000  25.183  603.835
19.310  25.000  25.314  595.430
19.320  25.000  25.753  576.668
19.330  25.000  25.990  505.913
19.340  25.000  26.140  485.630
19.350  25.000  25.961  481.788
19.360  25.000  26.125  533.064
19.370  25.000  26.393  542.533
19.380  25.000  25.877  537.078
19.390  25.000  25.766  464.430
19.400  25.000  25.887  467.132
19.410  25.000  25.830  441.777
19.420  25.000  25.807  402.860
19.430  25.000  26.190  372.977
19.440  25.000  25.602  426.073
19.450  25.000  26.273  343.267
19.460  25.000  26.055  321.570
19.470  25.000  25.955  370.538
19.480  25.000  26.027  326.234
19.490  25.000  25.770  282.805
19.500  25.000  25.944  288.024
19.510  25.000  25.076  273.152
19.520  25.000  25.727  238.427
19.530  25.000  25.216  233.989
19.540  25.000  25.530  212.884
19.550  25.000  25.556  208.546
19.560  25.000  25.353  172.418
19.570  25.000  25.265  203.833
19.580  25.000  25.321  149.117
19.590  25.000  25.546  135.162
19.600  25.000  25.526  131.698
19.610  25.000  25.602  122.435
19.620  25.000  25.034  109.440
19.630  25.000  25.751  73.290
19.640  25.000  25.609  86.522
19.650  25.000  25.262  70.355
19.660  25.000  25.356  52.187
19.670  25.000  25.234  86.362
19.680  25.000  25.384  52.797
19.690  25.000  25.385  25.695
19.700  25.000  25.354  54.112
19.710  25.000  25.568  -1.626
19.720  25.000  25.376  1.869
19.730  25.000  25.072  -11.452
19.740  25.000  25.004  -13.128
19.750  25.000  25.121  -29.463
19.760  25.000  25.303  -29.956
19.770  25.000  24.986  -42.854
19.780  25.000  24.922  -57.713
19.790  25.000  24.992  -57.678
19.800  25.000  25.207  -35.928
19.810  25.000  24.837  -46.626
19.820  25.000  24.886  -45.040
19.830  25.000  24.761  -46.646
19.840  25.000  25.167  -45.422
19.850  25.000  24.889  -36.973
19.860  25.000  25.002  -39.358
19.870  25.000  24.862  -39.157
19.880  25.000  24.964  -38.859
19.890  25.000  24.832  -34.183
19.900  25.000  24.830  -30.384
19.910  25.000  24.978  -13.605
19.920  25.000  24.775  -31.289
19.930  25.000  24.803  -18.913
19.940  25.000  25.024  -10.890
19.950  25.000  24.726  4.091
19.960  25.000  24.725  -6.100
19.970  25.000  24.469  -9.643
19.980  25.000  24.624  -2.185
19.990  25.000  24.811  4.591
20.000  25.000  25.199  -4.671
20.010  25.000  24.808  14.525
20.020  25.000  24.981  14.120
20.030  25.000  24.808  25.945
20.040  25.000  24.920  24.426
20.050  25.000  25.101  9.471
20.060  25.000  24.835  15.376
20.070  25.000  24.883  40.826
20.080  25.000  25.018  22.596
20.090  25.000  24.809  49.172
20.100  25.000  25.077  34.450
20.110  25.000  24.656  51.987
20.120  25.000  25.032  26.058
20.130  25.000  25.030  54.902
20.140  25.000  24.936  60.328
20.150  25.000  25.215  32.314
20.160  25.000  25.112  57.625
20.170  25.000  25.148  40.257
20.180  25.000  25.186  63.686
20.190  25.000  25.038  25.076
20.200  25.000  25.304  28.450
20.210  25.000  24.954  51.557
20.220  25.000  25.267  43.312
20.230  25.000  25.077  56.201
20.240  25.000  25.165  38.396
20.250  25.000  25.229  36.643
20.260  25.000  25.270  30.613
20.270  25.000  25.219  37.654
20.280  25.000  25.059  54.414
20.290  25.000  25.124  22.670
20.300  25.000  25.197  77.776
20.310  25.000  24.956  50.007
20.320  25.000  25.246  62.348
20.330  25.000  24.969  38.616
20.340  25.000  25.017  50.109
20.350  25.000  25.267  20.846
20.360  25.000  25.205  -6.082
20.370  25.000  25.127  34.236
20.380  25.000  25.030  24.581
20.390  25.000  25.016  24.630
20.400  25.000  25.104  16.678
20.410  25.000  24.967  30.571
20.420  25.000  25.227  41.733
20.430  25.000  25.061  7.096
20.440  25.000  24.909  33.902
20.450  25.000  25.084  0.427
20.460  25.000  25.052  6.761
20.470  25.000  24.897  -17.417
20.480  25.000  25.263  -20.842
20.490  25.000  24.900  13.409
20.500  25.000  25.017  -10.248
20.510  25.000  24.890  19.421
20.520  25.000  24.802  16.537
20.530  25.000  25.138  15.403
20.540  25.000  24.927  10.950
20.550  25.000  24.989  -22.720
20.560  25.000  24.959  22.703
20.570  25.000  25.036  7.408
20.580  25.000  25.057  24.039
20.590  25.000  25.057  -4.956
20.600  25.000  24.995  0.665
20.610  25.000  24.908  19.520
20.620  25.000  25.051  5.443
20.630  25.000  25.217  16.109
20.640  25.000  24.618  32.039
20.650  25.000  25.067  25.918
20.660  25.000  25.109  34.500
20.670  25.000  25.103  15.166
20.680  25.000  24.534  27.695
20.690  25.000  25.110  6.738
20.700  25.000  24.997  2.213
20.710  25.000  25.045  -4.987
20.720  25.000  25.056  15.215
20.730  25.000  25.074  -3.047
20.740  25.000  25.173  27.686
20.750  25.000  24.665  48.671
20.760  25.000  24.996  34.599
20.770  25.000  25.039  19.767
20.780  25.000  25.041  12.600
20.790  25.000  24.582  15.331
20.800  25.000  25.169  4.629
20.810  25.000  25.044  10.207
20.820  25.000  25.113  25.925
20.830  25.000  24.936  11.749
20.840  25.000  25.005  -2.806
20.850  25.000  25.067  31.012
20.860  25.000  24.730  15.919
20.870  25.000  25.045  25.712
20.880  25.000  24.921  14.776
20.890  25.000  25.247  22.823
20.900  25.000  24.963  -2.663
20.910  25.000  24.948  15.385
20.920  25.000  25.126  24.769
20.930  25.000  25.214  -1.717
20.940  25.000  24.880  -0.811
20.950  25.000  24.789  28.287
20.960  25.000  24.737  14.997
20.970  25.000  25.095  24.544
20.980  25.000  25.214  1.221
20.990  25.000  24.914  17.568
21.000  25.000  25.070  -4.490
21.010  25.000  25.068  24.442
21.020  25.000  24.992  -5.107
21.030  25.000  25.200  -4.064
21.040  25.000  24.775  32.907
21.050  25.000  25.219  0.800
21.060  5.000  25.000  2.933
21.070  5.000  24.416  -550.187
21.080  5.000  16.881  -852.899
21.090  5.000  18.726  -560.447
21.100  5.000  20.440  -608.717
21.110  5.000  20.304  -522.857
21.120  5.000  20.348  -619.501
21.130  5.000  20.364  -566.955
21.140  5.000  20.172  -589.626
21.150  5.000  20.087  -596.053
21.160  5.000  19.914  -582.636
21.170  5.000  19.565  -570.978
21.180  5.000  19.344  -565.016
21.190  5.000  18.977  -560.777
21.200  5.000  18.974  -556.136
21.210  5.000  18.798  -556.064
21.220  5.000  18.812  -549.766
21.230  5.000  18.786  -556.898
21.240  5.000  18.710  -557.903
21.250  5.000  18.647  -566.618
21.260  5.000  18.397  -551.612
21.270  5.000  18.309  -561.517
21.280  5.000  18.071  -549.652
21.290  5.000  18.031  -563.800
21.300  5.000  17.925  -548.311
21.310  5.000  17.817  -543.287
21.320  5.000  17.779  -541.095
21.330  5.000  17.602  -548.672
21.340  5.000  17.445  -527.940
21.350  5.000  17.425  -551.027
21.360  5.000  17.314  -539.762
21.370  5.000  17.220  -537.880
21.380  5.000  16.941  -517.787
21.390  5.000  17.251  -525.985
21.400  5.000  17.196  -550.386
21.410  5.000  16.987  -526.888
21.420  5.000  16.825  -512.892
21.430  5.000  16.584  -516.664
21.440  5.000  16.515  -514.915
21.450  5.000  16.380  -491.471
21.460  5.000  16.268  -503.848
21.470  5.000  16.324  -507.129
21.480  5.000  16.083  -503.196
21.490  5.000  16.092  -510.906
21.500  5.000  15.945  -516.564
21.510  5.000  15.947  -509.475
21.520  5.000  15.832  -504.462
21.530  5.000  15.874  -496.956
21.540  5.000  15.711  -501.222
21.550  5.000  15.609  -501.547
21.560  5.000  15.492  -491.166
21.570  5.000  15.400  -485.400
21.580  5.000  15.305  -502.214
21.590  5.000  15.274  -487.839
21.600  5.000  15.127  -480.340
21.610  5.000  15.104  -477.484
21.620  5.000  15.023  -468.716
21.630  5.000  14.935  -471.895
21.640  5.000  14.909  -482.896
21.650  5.000  14.831  -480.759
21.660  5.000  14.600  -470.635
21.670  5.000  14.659  -483.537
21.680  5.000  14.618  -463.298
21.690  5.000  14.410  -475.519
21.700  5.000  14.358  -459.292
21.710  5.000  14.279  -462.190
21.720  5.000  14.192  -454.759
21.730  5.000  14.062  -438.414
21.740  5.000  13.976  -443.068
21.750  5.000  13.987  -455.535
21.760  5.000  13.779  -439.685
21.770  5.000  13.823  -450.001
21.780  5.000  13.700  -448.415
21.790  5.000  13.576  -436.563
21.800  5.000  13.573  -428.638
21.810  5.000  13.489  -440.798
21.820  5.000  13.520  -440.348
21.830  5.000  13.567  -437.624
21.840  5.000  13.430  -439.563
21.850  5.000  13.283  -432.827
21.860  5.000  13.185  -440.367
21.870  5.000  13.147  -441.375
21.880  5.000  13.061  -434.339
21.890  5.000  12.954  -422.083
21.900  5.000  12.867  -427.740
21.910  5.000  12.841  -417.338
21.920  5.000  12.741  -436.309
21.930  5.000  12.719  -408.693
21.940  5.000  12.626  -417.478
21.950  5.000  12.619  -414.459
21.960  5.000  12.469  -421.741
21.970  5.000  12.410  -411.124
21.980  5.000  12.271  -416.971
21.990  5.000  12.361  -411.317
22.000  5.000  12.304  -409.874
22.010  5.000  12.208  -411.938
22.020  5.000  12.019  -405.175
22.030  5.000  12.013  -412.746
22.040  5.000  11.976  -402.964
22.050  5.000  11.877  -409.735
22.060  5.000  11.870  -402.264
22.070  5.000  11.634  -384.953
22.080  5.000  11.623  -380.197
22.090  5.000  11.551  -392.513
22.100  5.000  11.501  -384.378
22.110  5.000  11.559  -392.973
22.120  5.000  11.376  -387.129
22.130  5.000  11.393  -387.579
22.140  5.000  11.384  -391.851
22.150  5.000  11.243  -388.524
22.160  5.000  11.257  -377.136
22.170  5.000  11.112  -383.261
22.180  5.000  11.055  -374.540
22.190  5.000  10.952  -364.983
22.200  5.000  10.980  -373.492
22.210  5.000  10.871  -369.803
22.220  5.000  10.830  -359.422
22.230  5.000  10.759  -361.862
22.240  5.000  10.785  -356.471
22.250  5.000  10.777  -371.846
22.260  5.000  10.605  -370.709
22.270  5.000  10.611  -361.829
22.280  5.000  10.499  -357.750
22.290  5.000  10.596  -364.811
22.300  5.000  10.427  -356.016
22.310  5.000  10.427  -365.553
22.320  5.000  10.370  -352.778
22.330  5.000  10.236  -350.330
22.340  5.000  10.171  -340.001
22.350  5.000  10.132  -344.319
22.360  5.000  10.125  -336.475
22.370  5.000  10.106  -344.741
22.380  5.000  9.942  -333.225
22.390  5.000  9.923  -337.251
22.400  5.000  9.852  -335.383
22.410  5.000  9.842  -333.958
22.420  5.000  9.675  -326.818
22.430  5.000  9.735  -344.357
22.440  5.000  9.744  -329.926
22.450  5.000  9.647  -332.979
22.460  5.000  9.610  -334.703
22.470  5.000  9.597  -325.449
22.480  5.000  9.505  -322.985
22.490  5.000  9.447  -312.819
22.500  5.000  9.279  -313.145
22.510  5.000  9.355  -328.959
22.520  5.000  9.263  -307.945
22.530  5.000  9.231  -310.903
22.540  5.000  9.187  -305.648
22.550  5.000  9.129  -309.812
22.560  5.000  9.075  -313.511
22.570  5.000  9.115  -311.423
22.580  5.000  9.028  -310.277
22.590  5.000  8.919  -306.297
22.600  5.000  8.874  -306.241
22.610  5.000  8.806  -298.776
22.620  5.000  8.789  -305.452
22.630  5.000  8.764  -312.248
22.640  5.000  8.740  -294.111
22.650  5.000  8.633  -292.508
22.660  5.000  8.681  -295.062
22.670  5.000  8.633  -289.787
22.680  5.000  8.588  -279.100
22.690  5.000  8.560  -284.118
22.700  5.000  8.482  -293.536
22.710  5.000  8.496  -287.380
22.720  5.000  8.392  -274.899
22.730  5.000  8.357  -287.256
22.740  5.000  8.359  -271.671
22.750  5.000  8.286  -279.684
22.760  5.000  8.224  -280.740
22.770  5.000  8.207  -275.453
22.780  5.000  8.138  -271.766
22.790  5.000  8.175  -269.372
22.800  5.000  8.192  -280.754
22.810  5.000  8.054  -263.816
22.820  5.000  8.069  -282.764
22.830  5.000  7.985  -270.984
22.840  5.000  7.978  -264.488
22.850  5.000  7.922  -258.794
22.860  5.000  7.956  -268.285
22.870  5.000  7.805  -261.178
22.880  5.000  7.799  -253.462
22.890  5.000  7.828  -264.768
22.900  5.000  7.736  -248.794
22.910  5.000  7.656  -252.738
22.920  5.000  7.602  -247.806
22.930  5.000  7.580  -244.574
22.940  5.000  7.602  -246.687
22.950  5.000  7.563  -238.311
22.960  5.000  7.496  -249.620
22.970  5.000  7.448  -241.167
22.980  5.000  7.430  -243.165
22.990  5.000  7.443  -243.457
23.000  5.000  7.385  -253.830
23.010  5.000  7.425  -243.684
23.020  5.000  7.300  -237.623
23.030  5.000  7.251  -231.979
23.040  5.000  7.232  -224.662
23.050  5.000  7.213  -225.449
23.060  5.000  7.216  -231.266
23.070  5.000  7.101  -234.279
23.080  5.000  7.137  -221.853
23.090  5.000  7.062  -224.239
23.100  5.000  7.025  -226.430
23.110  5.000  6.975  -231.658
23.120  5.000  7.001  -222.661
23.130  5.000  6.972  -222.505
23.140  5.000  6.881  -213.490
23.150  5.000  6.891  -212.159
23.160  5.000  6.888  -222.283
23.170  5.000  6.834  -203.651
23.180  5.000  6.778  -215.645
23.190  5.000  6.711  -197.158
23.200  5.000  6.689  -210.519
23.210  5.000  6.702  -211.334
23.220  5.000  6.655  -199.423
23.230  5.000  6.592  -201.077
23.240  5.000  6.639  -196.129
23.250  5.000  6.572  -185.357
23.260  5.000  6.509  -198.796
23.270  5.000  6.512  -194.992
23.280  5.000  6.503  -196.638
23.290  5.000  6.460  -191.716
23.300  5.000  6.424  -191.970
23.310  5.000  6.434  -209.020
23.320  5.000  6.470  -194.629
23.330  5.000  6.420  -194.410
23.340  5.000  6.392  -190.144
23.350  5.000  6.272  -182.121
23.360  5.000  6.315  -183.100
23.370  5.000  6.267  -190.691
23.380  5.000  6.184  -180.609
23.390  5.000  6.112  -180.982
23.400  5.000  6.182  -182.256
23.410  5.000  6.198  -183.959
23.420  5.000  6.135  -168.271
23.430  5.000  6.043  -171.693
23.440  5.000  6.021  -174.018
23.450  5.000  6.004  -184.865
23.460  5.000  6.049  -170.830
23.470  5.000  5.935  -172.119
23.480  5.000  5.975  -169.364
23.490  5.000  5.943  -162.718
23.500  5.000  6.019  -174.336
23.510  5.000  5.973  -166.212
23.520  5.000  5.881  -154.392
23.530  5.000  5.818  -156.680
23.540  5.000  5.780  -154.920
23.550  5.000  5.773  -162.467
23.560  5.000  5.710  -147.997
23.570  5.000  5.778  -154.235
23.580  5.000  5.741  -158.418
23.590  5.000  5.771  -159.569
23.600  5.000  5.702  -151.274
23.610  5.000  5.664  -153.386
23.620  5.000  5.573  -142.251
23.630  5.000  5.601  -154.495
23.640  5.000  5.571  -146.173
23.650  5.000  5.577  -145.774
23.660  5.000  5.519  -137.573
23.670  5.000  5.553  -150.244
23.680  5.000  5.523  -147.678
23.690  5.000  5.434  -144.750
23.700  5.000  5.409  -133.331
23.710  5.000  5.482  -140.888
23.720  5.000  5.441  -138.411
23.730  5.000  5.370  -135.682
23.740  5.000  5.311  -136.800
23.750  5.000  5.336  -131.103
23.760  5.000  5.315  -133.444
23.770  5.000  5.389  -137.279
23.780  5.000  5.349  -130.644
23.790  5.000  5.331  -143.172
23.800  5.000  5.277  -130.554
23.810  5.000  5.252  -125.339
23.820  5.000  5.290  -131.965
23.830  5.000  5.223  -125.971
23.840  5.000  5.109  -129.508
23.850  5.000  5.174  -126.401
23.860  5.000  5.130  -130.436
23.870  5.000  5.145  -125.941
23.880  5.000  5.134  -119.439
23.890  5.000  5.089  -117.044
23.900  5.000  5.035  -123.388
23.910  5.000  5.077  -123.756
23.920  5.000  5.099  -121.544
23.930  5.000  5.054  -118.513
23.940  5.000  5.061  -124.874
23.950  5.000  5.021  -120.392
23.960  5.000  4.965  -106.533
23.970  5.000  4.957  -106.856
23.980  5.000  4.921  -111.355
23.990  5.000  4.958  -114.965
24.000  5.000  4.935  -104.840
24.010  5.000  4.873  -106.122
24.020  5.000  4.845  -94.515
24.030  5.000  4.868  -95.305
24.040  5.000  4.914  -90.555
24.050  5.000  4.958  -100.174
24.060  5.000  4.905  -83.160
24.070  7.000  4.861  -101.895
24.080  9.000  4.985  -13.971
24.090  11.000  5.632  128.860
24.100  13.000  6.867  241.689
24.110  15.000  7.916  382.944
24.120  17.001  8.283  496.284
24.130  19.000  8.603  563.104
24.140  21.000  8.809  638.206
24.150  23.000  9.950  692.142
24.160  25.000  10.526  718.338
24.170  25.000  10.280  716.724
24.180  25.000  9.810  1042.043
24.190  25.000  9.593  808.286
24.200  25.000  10.296  735.753
24.210  25.000  10.740  719.922
24.220  25.000  11.082  727.285
24.230  25.000  11.112  671.858
24.240  25.000  10.687  827.524
24.250  25.000  11.271  685.670
24.260  25.000  11.393  733.204
24.270  25.000  11.470  783.006
24.280  25.000  11.701  770.544
24.290  25.000  12.015  642.984
24.300  25.000  12.015  729.759
24.310  25.000  11.703  1002.096
24.320  25.000  12.133  766.696
24.330  25.000  13.035  677.385
24.340  25.000  12.977  750.209
24.350  25.000  12.767  911.918
24.360  25.000  13.159  726.271
24.370  25.000  13.840  679.650
24.380  25.000  13.638  683.079
24.390  25.000  13.911  709.884
24.400  25.000  14.064  691.655
