# Trace with new flow correction algorithm (check git log on this file, the
# flow correction algorithm was added in the same commit).
#
# Demonstrates moderate flow drift, which we correct.
#
# $ pio run -t upload && utils/controller_debug.py -c 'set gui_mode 1' && \
#   utils/controller_debug.py -c 'trace start volume uncorrected_volume flow_correction' && \
#   sleep 60 && \
#   utils/controller_debug.py -c 'trace graph'
#
# Note that the blower was hardcoded to 75% power for this experiment (so I
# didn't wake up my housemates).  I haven't observed that this makes a
# difference.

time(sec)	volume	uncorrected_volume	flow_correction
14.840	218.267	1531.636	-12.651
14.850	219.301	1532.796	-12.651
14.860	220.935	1534.556	-12.651
14.870	222.362	1536.110	-12.651
14.880	223.887	1537.761	-12.651
14.890	225.356	1539.357	-12.651
14.900	225.976	1540.103	-12.651
14.910	227.150	1541.404	-12.651
14.920	228.935	1543.315	-12.651
14.930	230.395	1544.902	-12.651
14.940	231.411	1546.044	-12.651
14.950	232.760	1547.520	-12.651
14.960	234.567	1549.454	-12.651
14.970	236.105	1551.118	-12.651
14.980	237.639	1552.779	-12.651
14.990	239.402	1554.668	-12.651
15.000	241.267	1556.660	-12.651
15.010	242.720	1558.239	-12.651
15.020	243.636	1559.281	-12.651
15.030	244.338	1560.110	-12.651
15.040	244.660	1560.558	-12.651
15.050	245.572	1561.597	-12.651
15.060	247.422	1563.574	-12.651
15.070	248.503	1564.781	-12.651
15.080	249.410	1565.815	-12.651
15.090	249.748	1566.279	-12.651
15.100	249.829	1566.486	-12.651
15.110	251.125	1567.909	-12.651
15.120	251.596	1568.507	-12.651
15.130	251.703	1568.740	-12.651
15.140	252.142	1569.305	-12.651
15.150	252.152	1569.442	-12.651
15.160	252.720	1570.137	-12.651
15.170	253.619	1571.163	-12.651
15.180	253.687	1571.357	-12.651
15.190	253.900	1571.697	-12.651
15.200	254.144	1572.067	-12.651
15.210	253.651	1571.700	-12.651
15.220	253.279	1571.455	-12.651
15.230	252.765	1571.067	-12.651
15.240	252.207	1570.636	-12.651
15.250	252.629	1571.184	-12.651
15.260	252.603	1571.285	-12.651
15.270	251.537	1570.346	-12.651
15.280	251.276	1570.211	-12.651
15.290	251.507	1570.568	-12.651
15.300	251.296	1570.484	-12.651
15.310	251.423	1570.738	-12.651
15.320	251.627	1571.068	-12.651
15.330	251.363	1570.930	-12.651
15.340	250.698	1570.393	-12.651
15.350	250.463	1570.284	-12.651
15.360	250.706	1570.653	-12.651
15.370	250.185	1570.259	-12.651
15.380	249.488	1569.688	-12.651
15.390	249.492	1569.818	-12.651
15.400	249.291	1569.744	-12.651
15.410	248.817	1569.397	-12.651
15.420	249.010	1569.717	-12.651
15.430	249.328	1570.161	-12.651
15.440	249.203	1570.163	-12.651
15.450	249.130	1570.216	-12.651
15.460	249.601	1570.813	-12.651
15.470	250.093	1571.432	-12.651
15.480	249.861	1571.327	-12.651
15.490	249.839	1571.431	-12.651
15.500	250.104	1571.822	-12.651
15.510	250.043	1571.888	-12.651
15.520	250.013	1571.984	-12.651
15.530	249.671	1571.769	-12.651
15.540	249.398	1571.622	-12.651
15.550	249.554	1571.905	-12.651
15.560	249.679	1572.156	-12.651
15.570	249.514	1572.118	-12.651
15.580	249.462	1572.193	-12.651
15.590	249.602	1572.459	-12.651
15.600	249.569	1572.552	-12.651
15.610	249.434	1572.544	-12.651
15.620	249.291	1572.527	-12.651
15.630	249.239	1572.602	-12.651
15.640	249.165	1572.654	-12.651
15.650	249.008	1572.624	-12.651
15.660	248.731	1572.473	-12.651
15.670	248.549	1572.418	-12.651
15.680	248.557	1572.552	-12.651
15.690	248.440	1572.562	-12.651
15.700	248.292	1572.540	-12.651
15.710	248.091	1572.466	-12.651
15.720	247.768	1572.269	-12.651
15.730	247.767	1572.395	-12.651
15.740	247.821	1572.576	-12.651
15.750	247.549	1572.430	-12.651
15.760	247.217	1572.224	-12.651
15.770	246.848	1571.982	-12.651
15.780	246.529	1571.789	-12.651
15.790	246.424	1571.811	-12.651
15.800	246.293	1571.807	-12.651
15.810	245.896	1571.536	-12.651
15.820	244.856	1570.622	-12.651
15.830	241.751	1567.644	-12.651
15.840	235.782	1561.802	-12.651
15.850	227.760	1553.906	-12.651
15.860	219.059	1545.332	-12.651
15.870	209.882	1536.282	-12.651
15.880	200.225	1526.751	-12.651
15.890	190.510	1517.163	-12.651
15.900	181.356	1508.134	-12.651
15.910	173.020	1499.925	-12.651
15.920	164.485	1491.517	-12.651
15.930	156.216	1483.374	-12.651
15.940	148.559	1475.844	-12.651
15.950	140.999	1468.410	-12.651
15.960	133.472	1461.010	-12.651
15.970	125.957	1453.621	-12.651
15.980	118.660	1446.451	-12.651
15.990	111.753	1439.671	-12.651
16.000	104.995	1433.038	-12.651
16.010	97.957	1426.128	-12.651
16.020	90.825	1419.121	-12.651
16.030	84.179	1412.602	-12.651
16.040	77.991	1406.541	-12.651
16.050	71.653	1400.329	-12.651
16.060	65.476	1394.279	-12.651
16.070	59.730	1388.659	-12.651
16.080	54.020	1383.076	-12.651
16.090	48.477	1377.660	-12.651
16.100	43.220	1372.529	-12.651
16.110	38.107	1367.543	-12.651
16.120	33.192	1362.754	-12.651
16.130	28.554	1358.243	-12.651
16.140	24.076	1353.891	-12.651
16.150	19.810	1349.752	-12.651
16.160	16.003	1346.072	-12.651
16.170	13.134	1343.329	-12.651
16.180	11.012	1341.333	-12.651
16.190	9.159	1339.607	-12.651
16.200	7.561	1338.135	-12.651
16.210	5.981	1336.682	-12.651
16.220	4.422	1335.249	-12.651
16.230	2.965	1333.918	-12.651
16.240	1.534	1332.614	-12.651
16.250	0.169	1331.376	-12.651
16.260	-1.194	1330.140	-12.651
16.270	-2.512	1328.948	-12.651
16.280	-3.717	1327.869	-12.651
16.290	-4.811	1326.902	-12.651
16.300	-5.789	1326.050	-12.651
16.310	-6.631	1325.335	-12.651
16.320	-7.311	1324.781	-12.651
16.330	-7.935	1324.284	-12.651
16.340	-8.483	1323.862	-12.651
16.350	-8.909	1323.563	-12.651
16.360	-9.279	1323.319	-12.651
16.370	-9.607	1323.117	-12.651
16.380	-9.849	1323.002	-12.651
16.390	-10.015	1322.963	-12.651
16.400	-10.167	1322.937	-12.651
16.410	-10.381	1322.850	-12.651
16.420	-10.614	1322.743	-12.651
16.430	-10.745	1322.738	-12.651
16.440	-10.847	1322.763	-12.651
16.450	-10.895	1322.842	-12.651
16.460	-10.899	1322.965	-12.651
16.470	-10.925	1323.065	-12.651
16.480	-10.992	1323.125	-12.651
16.490	-11.117	1323.126	-12.651
16.500	-11.274	1323.096	-12.651
16.510	-11.302	1323.194	-12.651
16.520	-11.307	1323.315	-12.651
16.530	-11.423	1323.326	-12.651
16.540	-11.475	1323.401	-12.651
16.550	-11.499	1323.503	-12.651
16.560	-11.602	1323.526	-12.651
16.570	-11.736	1323.519	-12.651
16.580	-11.827	1323.555	-12.651
16.590	-11.983	1323.525	-12.651
16.600	-12.086	1323.548	-12.651
16.610	-12.169	1323.592	-12.651
16.620	-12.355	1323.533	-12.651
16.630	-12.515	1323.499	-12.651
16.640	-12.676	1323.465	-12.651
16.650	-12.899	1323.368	-12.651
16.660	-13.139	1323.254	-12.651
16.670	-13.300	1323.220	-12.651
16.680	-13.414	1323.233	-12.651
16.690	-13.540	1323.233	-12.651
16.700	-13.685	1323.214	-12.651
16.710	-13.776	1323.250	-12.651
16.720	-13.857	1323.296	-12.651
16.730	-13.939	1323.340	-12.651
16.740	-14.020	1323.385	-12.651
16.750	-14.173	1323.359	-12.651
16.760	-14.261	1323.398	-12.651
16.770	-14.295	1323.490	-12.651
16.780	-14.235	1323.676	-12.651
16.790	-14.141	1323.897	-12.651
16.800	-14.108	1324.057	-12.651
16.810	-13.985	1324.306	-12.651
16.820	-13.807	1324.611	-12.651
16.830	-13.697	1324.847	-12.651
16.840	-13.696	1324.975	-12.651
16.850	-13.669	1325.129	-12.651
16.860	-13.596	1325.328	-12.651
16.870	-13.552	1325.498	-12.651
16.880	-13.487	1325.690	-12.651
16.890	-13.465	1325.838	-12.651
16.900	-13.506	1325.924	-12.651
16.910	-13.533	1326.024	-12.651
16.920	-13.488	1326.195	-12.651
16.930	-13.406	1326.404	-12.651
16.940	-13.338	1326.598	-12.651
16.950	-13.179	1326.883	-12.651
16.960	-13.085	1327.104	-12.651
16.970	-13.085	1327.230	-12.651
16.980	-13.043	1327.398	-12.651
16.990	-12.959	1327.609	-12.651
17.000	-12.865	1327.830	-12.651
17.010	-12.833	1327.988	-12.651
17.020	-12.771	1328.177	-12.651
17.030	-12.664	1328.410	-12.651
17.040	-12.540	1328.661	-12.651
17.050	-12.384	1328.943	-12.651
17.060	-12.264	1329.190	-12.651
17.070	-12.184	1329.397	-12.651
17.080	-12.108	1329.599	-12.651
17.090	-12.037	1329.797	-12.651
17.100	-11.922	1330.038	-12.651
17.110	-11.812	1330.275	-12.651
17.120	-11.739	1330.474	-12.651
17.130	-11.705	1330.635	-12.651
17.140	-11.650	1330.816	-12.651
17.150	-11.532	1331.061	-12.651
17.160	-11.450	1331.270	-12.651
17.170	-11.417	1331.429	-12.651
17.180	-11.397	1331.575	-12.651
17.190	-11.338	1331.761	-12.651
17.200	-11.262	1331.963	-12.651
17.210	-11.195	1332.157	-12.651
17.220	-11.110	1332.369	-12.651
17.230	-11.075	1332.530	-12.651
17.240	-11.040	1332.692	-12.651
17.250	-10.982	1332.876	-12.651
17.260	-10.875	1333.110	-12.651
17.270	-10.768	1333.343	-12.651
17.280	-10.690	1333.548	-12.651
17.290	-10.547	1333.817	-12.651
17.300	-10.376	1334.114	-12.651
17.310	-10.266	1334.351	-12.651
17.320	-10.202	1334.542	-12.651
17.330	-10.153	1334.716	-12.651
17.340	-10.172	1334.825	-12.651
17.350	-10.105	1335.018	-12.651
17.360	-9.979	1335.271	-12.651
17.370	-9.889	1335.487	-12.651
17.380	-9.802	1335.700	-12.651
17.390	-9.701	1335.928	-12.651
17.400	-9.595	1336.160	-12.651
17.410	-9.520	1336.362	-12.651
17.420	-9.476	1336.532	-12.651
17.430	-9.483	1336.652	-12.651
17.440	-9.444	1336.817	-12.651
17.450	-9.360	1337.028	-12.651
17.460	-9.262	1337.252	-12.651
17.470	-9.216	1337.425	-12.651
17.480	-9.244	1337.524	-12.651
17.490	-9.232	1337.661	-12.651
17.500	-9.241	1337.780	-12.651
17.510	-9.228	1337.919	-12.651
17.520	-9.200	1338.073	-12.651
17.530	-9.190	1338.210	-12.651
17.540	-9.154	1338.372	-12.651
17.550	-9.131	1338.522	-12.651
17.560	-9.113	1338.667	-12.651
17.570	-9.017	1338.889	-12.651
17.580	-8.924	1339.109	-12.651
17.590	-8.926	1339.233	-12.651
17.600	-8.958	1339.328	-12.651
17.610	-8.974	1339.439	-12.651
17.620	-8.967	1339.572	-12.651
17.630	-8.932	1339.733	-12.651
17.640	-8.888	1339.904	-12.651
17.650	-8.874	1340.044	-12.651
17.660	-8.886	1340.159	-12.651
17.670	-8.924	1340.247	-12.651
17.680	-8.912	1340.385	-12.651
17.690	-8.866	1340.558	-12.651
17.700	-8.871	1340.679	-12.651
17.710	-8.844	1340.833	-12.651
17.720	-8.786	1341.017	-12.651
17.730	-8.789	1341.141	-12.651
17.740	-8.790	1341.267	-12.651
17.750	-8.798	1341.386	-12.651
17.760	-8.810	1341.500	-12.651
17.770	-8.702	1341.734	-12.651
17.780	-8.658	1341.905	-12.651
17.790	-8.667	1342.023	-12.651
17.800	-8.639	1342.176	-12.651
17.810	-8.683	1342.259	-12.651
17.820	-8.790	1342.279	-12.651
17.830	-8.914	1342.281	-12.651
17.840	-9.039	1342.283	-12.651
17.850	-9.059	1342.389	-12.651
17.860	-8.986	1342.589	-12.651
17.870	-9.025	1342.676	-12.651
17.880	-9.078	1342.750	-12.651
17.890	-9.036	1342.918	-12.651
17.900	-8.989	1343.092	-12.651
17.910	-9.007	1343.201	-12.651
17.920	-8.988	1343.346	-12.651
17.930	-8.933	1343.527	-12.651
17.940	-8.934	1343.653	-12.651
17.950	-9.012	1343.702	-12.651
17.960	-9.110	1343.730	-12.651
17.970	-9.119	1343.848	-12.651
17.980	-9.084	1344.009	-12.651
17.990	-9.095	1344.125	-12.651
18.000	-9.193	1344.153	-12.651
18.010	-9.261	1344.211	-12.651
18.020	-9.259	1344.340	-12.651
18.030	-9.252	1344.474	-12.651
18.040	-9.256	1344.596	-12.651
18.050	-9.265	1344.714	-12.651
18.060	-9.291	1344.815	-12.651
18.070	-9.297	1344.935	-12.651
18.080	-9.206	1345.152	-12.651
18.090	-9.096	1345.389	-12.651
18.100	-9.026	1345.585	-12.651
18.110	-9.021	1345.716	-12.651
18.120	-8.988	1345.876	-12.651
18.130	-8.873	1346.118	-12.651
18.140	-8.752	1346.365	-12.651
18.150	-8.688	1346.556	-12.651
18.160	-8.641	1346.729	-12.651
18.170	-8.502	1346.995	-12.651
18.180	-8.404	1347.219	-12.651
18.190	-8.397	1347.353	-12.651
18.200	-8.413	1347.463	-12.651
18.210	-8.433	1347.570	-11.654
18.220	-8.387	1347.737	-11.654
18.230	-8.176	1348.065	-11.654
18.240	-7.613	1348.744	-11.654
18.250	-6.472	1350.001	-11.654
18.260	-3.632	1352.959	-11.654
18.270	1.560	1358.267	-11.654
18.280	8.317	1365.140	-11.654
18.290	15.341	1372.281	-11.654
18.300	21.787	1378.844	-11.654
18.310	28.484	1385.657	-11.654
18.320	36.570	1393.859	-11.654
18.330	44.516	1401.923	-11.654
18.340	51.548	1409.071	-11.654
18.350	58.812	1416.451	-11.654
18.360	66.798	1424.554	-11.654
18.370	74.536	1432.408	-11.654
18.380	81.888	1439.877	-11.654
18.390	89.604	1447.710	-11.654
18.400	96.897	1455.119	-11.654
18.410	103.796	1462.134	-11.654
18.420	110.249	1468.704	-11.654
18.430	115.533	1474.105	-11.654
18.440	120.614	1479.302	-11.654
18.450	125.868	1484.673	-11.654
18.460	131.074	1489.996	-11.654
18.470	136.261	1495.298	-11.654
18.480	140.448	1499.602	-11.654
18.490	143.796	1503.067	-11.654
18.500	147.753	1507.141	-11.654
18.510	151.854	1511.358	-11.654
18.520	155.605	1515.226	-11.654
18.530	159.346	1519.083	-11.654
18.540	162.900	1522.754	-11.654
18.550	166.579	1526.550	-11.654
18.560	170.151	1530.238	-11.654
18.570	173.348	1533.551	-11.654
18.580	176.579	1536.899	-11.654
18.590	179.723	1540.159	-11.654
18.600	182.979	1543.532	-11.654
18.610	186.067	1546.737	-11.654
18.620	188.189	1548.975	-11.654
18.630	190.818	1551.721	-11.654
18.640	193.549	1554.568	-11.654
18.650	196.195	1557.331	-11.654
18.660	199.062	1560.315	-11.654
18.670	201.232	1562.601	-11.654
18.680	203.528	1565.013	-11.654
18.690	205.977	1567.579	-11.654
18.700	207.677	1569.395	-11.654
18.710	208.930	1570.765	-11.654
18.720	210.521	1572.473	-11.654
18.730	212.848	1574.916	-11.654
18.740	214.867	1577.052	-11.654
18.750	216.672	1578.974	-11.654
18.760	219.425	1581.843	-11.654
18.770	222.369	1584.903	-11.654
18.780	225.085	1587.736	-11.654
18.790	227.358	1590.126	-11.654
18.800	229.544	1592.428	-11.654
18.810	231.395	1594.396	-11.654
18.820	233.033	1596.150	-11.654
18.830	235.240	1598.473	-11.654
18.840	237.538	1600.889	-11.654
18.850	239.859	1603.326	-11.654
18.860	241.991	1605.575	-11.654
18.870	243.232	1606.932	-11.654
18.880	243.967	1607.784	-11.654
18.890	244.929	1608.862	-11.654
18.900	245.926	1609.975	-11.654
18.910	247.427	1611.593	-11.654
18.920	248.963	1613.245	-11.654
18.930	250.307	1614.706	-11.654
18.940	252.193	1616.709	-11.654
18.950	253.529	1618.162	-11.654
18.960	254.850	1619.598	-11.654
18.970	256.623	1621.488	-11.654
18.980	257.778	1622.760	-11.654
18.990	259.137	1624.236	-11.654
19.000	260.552	1625.767	-11.654
19.010	261.368	1626.700	-11.654
19.020	262.753	1628.201	-11.654
19.030	264.250	1629.815	-11.654
19.040	264.933	1630.614	-11.654
19.050	265.415	1631.213	-11.654
19.060	265.837	1631.751	-11.654
19.070	266.226	1632.257	-11.654
19.080	266.110	1632.257	-11.654
19.090	266.347	1632.611	-11.654
19.100	267.062	1633.442	-11.654
19.110	267.536	1634.033	-11.654
19.120	268.319	1634.932	-11.654
19.130	268.941	1635.671	-11.654
19.140	269.552	1636.398	-11.654
19.150	270.695	1637.659	-11.654
19.160	271.578	1638.657	-11.654
19.170	271.534	1638.730	-11.654
19.180	271.308	1638.620	-11.654
19.190	270.954	1638.383	-11.654
19.200	270.447	1637.993	-11.654
19.210	270.844	1638.507	-11.654
19.220	271.365	1639.143	-11.654
19.230	270.783	1638.679	-11.654
19.240	270.590	1638.602	-11.654
19.250	271.347	1639.475	-11.654
19.260	271.966	1640.211	-11.654
19.270	271.724	1640.086	-11.654
19.280	270.682	1639.160	-11.654
19.290	270.487	1639.082	-11.654
19.300	270.740	1639.451	-11.654
19.310	270.664	1639.491	-11.654
19.320	270.792	1639.736	-11.654
19.330	270.573	1639.634	-11.654
19.340	270.120	1639.297	-11.654
19.350	269.610	1638.904	-11.654
19.360	269.046	1638.457	-11.654
19.370	269.353	1638.880	-11.654
19.380	269.341	1638.985	-11.654
19.390	268.874	1638.634	-11.654
19.400	269.267	1639.143	-11.654
19.410	269.346	1639.339	-11.654
19.420	268.780	1638.889	-11.654
19.430	268.379	1638.605	-11.654
19.440	268.154	1638.497	-11.654
19.450	267.978	1638.437	-11.654
19.460	267.676	1638.252	-11.654
19.470	267.306	1637.999	-11.654
19.480	267.062	1637.871	-11.654
19.490	266.520	1637.445	-11.654
19.500	266.327	1637.369	-11.654
19.510	266.556	1637.715	-11.654
19.520	266.120	1637.396	-11.654
19.530	265.493	1636.885	-11.654
19.540	265.144	1636.653	-11.654
19.550	264.475	1636.100	-11.654
19.560	263.624	1635.365	-11.654
19.570	263.425	1635.283	-11.654
19.580	263.469	1635.443	-11.654
19.590	262.996	1635.088	-11.654
19.600	262.701	1634.908	-11.654
19.610	262.712	1635.036	-11.654
19.620	262.548	1634.989	-11.654
19.630	262.164	1634.721	-11.654
19.640	261.436	1634.110	-11.654
19.650	260.672	1633.463	-11.654
19.660	260.605	1633.512	-11.654
19.670	260.889	1633.913	-11.654
19.680	260.884	1634.024	-11.654
19.690	261.260	1634.517	-11.654
19.700	261.557	1634.930	-11.654
19.710	261.256	1634.746	-11.654
19.720	260.948	1634.555	-11.654
19.730	260.719	1634.442	-11.654
19.740	260.596	1634.435	-11.654
19.750	260.515	1634.471	-11.654
19.760	260.198	1634.270	-11.654
19.770	259.905	1634.094	-11.654
19.780	259.900	1634.206	-11.654
19.790	259.910	1634.332	-11.654
19.800	259.715	1634.254	-11.654
19.810	259.494	1634.149	-11.654
19.820	259.229	1634.000	-11.654
19.830	258.062	1632.950	-11.654
19.840	254.837	1629.841	-11.654
19.850	248.989	1624.111	-11.654
19.860	241.040	1616.278	-11.654
19.870	232.190	1607.544	-11.654
19.880	222.793	1598.263	-11.654
19.890	213.431	1589.018	-11.654
19.900	204.178	1579.881	-11.654
19.910	194.908	1570.728	-11.654
19.920	186.394	1562.331	-11.654
19.930	178.314	1554.367	-11.654
19.940	170.243	1546.413	-11.654
19.950	161.942	1538.229	-11.654
19.960	153.890	1530.293	-11.654
19.970	146.374	1522.894	-11.654
19.980	138.948	1515.584	-11.654
19.990	131.446	1508.198	-11.654
20.000	124.057	1500.926	-11.654
20.010	117.145	1494.131	-11.654
20.020	110.588	1487.690	-11.654
20.030	104.078	1481.297	-11.654
20.040	97.622	1474.957	-11.654
20.050	91.445	1468.897	-11.654
20.060	85.489	1463.058	-11.654
20.070	79.302	1456.987	-11.654
20.080	72.927	1450.728	-11.654
20.090	67.098	1445.016	-11.654
20.100	61.649	1439.683	-11.654
20.110	56.349	1434.500	-11.654
20.120	51.389	1429.657	-11.654
20.130	46.198	1424.582	-11.654
20.140	41.079	1419.580	-11.654
20.150	36.691	1415.308	-11.654
20.160	32.660	1411.393	-11.654
20.170	29.045	1407.896	-11.654
20.180	25.980	1404.946	-11.654
20.190	23.466	1402.549	-11.654
20.200	21.529	1400.729	-11.654
20.210	19.894	1399.211	-11.654
20.220	18.274	1397.707	-11.654
20.230	16.585	1396.135	-11.654
20.240	14.998	1394.664	-11.654
20.250	13.524	1393.307	-11.654
20.260	12.062	1391.961	-11.654
20.270	10.663	1390.679	-11.654
20.280	9.431	1389.564	-11.654
20.290	8.255	1388.504	-11.654
20.300	7.057	1387.422	-11.654
20.310	5.987	1386.469	-11.654
20.320	5.138	1385.736	-11.654
20.330	4.445	1385.159	-11.654
20.340	3.900	1384.731	-11.654
20.350	3.400	1384.348	-11.654
20.360	2.924	1383.988	-11.654
20.370	2.604	1383.785	-11.654
20.380	2.335	1383.633	-11.654
20.390	2.093	1383.507	-11.654
20.400	1.855	1383.385	-11.654
20.410	1.637	1383.284	-11.654
20.420	1.440	1383.203	-11.654
20.430	1.240	1383.121	-11.654
20.440	1.145	1383.142	-11.654
20.450	1.021	1383.134	-11.654
20.460	0.923	1383.152	-11.654
20.470	0.964	1383.311	-11.654
20.480	0.976	1383.439	-11.654
20.490	0.903	1383.482	-11.654
20.500	0.803	1383.499	-11.654
20.510	0.754	1383.566	-11.654
20.520	0.675	1383.604	-11.654
20.530	0.629	1383.675	-11.654
20.540	0.603	1383.765	-11.654
20.550	0.489	1383.767	-11.654
20.560	0.423	1383.818	-11.654
20.570	0.317	1383.829	-11.654
20.580	0.171	1383.799	-11.654
20.590	0.046	1383.791	-11.654
20.600	-0.129	1383.733	-11.654
20.610	-0.271	1383.707	-11.654
20.620	-0.378	1383.717	-11.654
20.630	-0.509	1383.702	-11.654
20.640	-0.655	1383.673	-11.654
20.650	-0.775	1383.669	-11.654
20.660	-0.851	1383.709	-11.654
20.670	-0.938	1383.739	-11.654
20.680	-1.050	1383.744	-11.654
20.690	-1.164	1383.746	-11.654
20.700	-1.253	1383.774	-11.654
20.710	-1.407	1383.736	-11.654
20.720	-1.553	1383.706	-11.654
20.730	-1.549	1383.827	-11.654
20.740	-1.530	1383.962	-11.654
20.750	-1.654	1383.955	-11.654
20.760	-1.769	1383.957	-11.654
20.770	-1.801	1384.041	-11.654
20.780	-1.798	1384.161	-11.654
20.790	-1.778	1384.297	-11.654
20.800	-1.774	1384.418	-11.654
20.810	-1.694	1384.615	-11.654
20.820	-1.676	1384.750	-11.654
20.830	-1.708	1384.834	-11.654
20.840	-1.636	1385.022	-11.654
20.850	-1.529	1385.246	-11.654
20.860	-1.466	1385.426	-11.654
20.870	-1.408	1385.600	-11.654
20.880	-1.279	1385.846	-11.654
20.890	-1.170	1386.071	-11.654
20.900	-1.110	1386.248	-11.654
20.910	-1.049	1386.425	-11.654
20.920	-1.020	1386.571	-11.654
20.930	-1.039	1386.668	-11.654
20.940	-1.059	1386.765	-11.654
20.950	-1.017	1386.924	-11.654
20.960	-0.886	1387.171	-11.654
20.970	-0.684	1387.489	-11.654
20.980	-0.546	1387.745	-11.654
20.990	-0.454	1387.953	-11.654
21.000	-0.342	1388.182	-11.654
21.010	-0.273	1388.366	-11.654
21.020	-0.238	1388.518	-11.654
21.030	-0.155	1388.718	-11.654
21.040	-0.033	1388.957	-11.654
21.050	0.081	1389.187	-11.654
21.060	0.213	1389.436	-11.654
21.070	0.411	1389.750	-11.654
21.080	0.619	1390.075	-11.654
21.090	0.693	1390.265	-11.654
21.100	0.793	1390.481	-11.654
21.110	0.875	1390.680	-11.654
21.120	0.897	1390.819	-11.654
21.130	1.015	1391.053	-11.654
21.140	1.188	1391.343	-11.654
21.150	1.361	1391.632	-11.654
21.160	1.469	1391.857	-11.654
21.170	1.577	1392.082	-11.654
21.180	1.646	1392.267	-11.654
21.190	1.670	1392.408	-11.654
21.200	1.778	1392.632	-11.654
21.210	1.923	1392.894	-11.654
21.220	2.003	1393.090	-11.654
21.230	2.056	1393.260	-11.654
21.240	2.167	1393.487	-11.654
21.250	2.323	1393.760	-11.654
21.260	2.437	1393.991	-11.654
21.270	2.539	1394.209	-11.654
21.280	2.700	1394.486	-11.654
21.290	2.830	1394.733	-11.654
21.300	2.868	1394.887	-11.654
21.310	2.908	1395.044	-11.654
21.320	3.016	1395.269	-11.654
21.330	3.095	1395.464	-11.654
21.340	3.150	1395.635	-11.654
21.350	3.201	1395.803	-11.654
21.360	3.256	1395.975	-11.654
21.370	3.336	1396.171	-11.654
21.380	3.446	1396.398	-11.654
21.390	3.586	1396.654	-11.654
21.400	3.695	1396.880	-11.654
21.410	3.757	1397.058	-11.654
21.420	3.751	1397.169	-11.654
21.430	3.842	1397.376	-11.654
21.440	3.981	1397.632	-11.654
21.450	4.016	1397.784	-11.654
21.460	4.060	1397.944	-11.654
21.470	4.135	1398.136	-11.654
21.480	4.192	1398.309	-11.654
21.490	4.259	1398.493	-11.654
21.500	4.370	1398.721	-11.654
21.510	4.543	1399.010	-11.654
21.520	4.650	1399.233	-11.654
21.530	4.654	1399.354	-11.654
21.540	4.660	1399.477	-11.654
21.550	4.672	1399.605	-11.654
21.560	4.656	1399.706	-11.654
21.570	4.633	1399.799	-11.654
21.580	4.673	1399.956	-11.654
21.590	4.792	1400.191	-11.654
21.600	4.941	1400.457	-11.654
21.610	5.113	1400.746	-11.654
21.620	5.258	1401.007	-11.654
21.630	5.354	1401.220	-11.654
21.640	5.460	1401.442	-11.654
21.650	5.518	1401.617	-11.654
21.660	5.521	1401.737	-11.654
21.670	5.567	1401.899	-11.654
21.680	5.632	1402.081	-11.654
21.690	5.628	1402.193	-11.654
21.700	5.571	1402.253	-11.654
21.710	5.577	1402.376	-11.654
21.720	5.634	1402.549	-11.654
21.730	5.607	1402.638	-11.654
21.740	5.568	1402.715	-11.654
21.750	5.623	1402.888	-11.654
21.760	5.654	1403.035	-11.654
21.770	5.582	1403.079	-11.654
21.780	5.521	1403.135	-11.654
21.790	5.539	1403.269	-11.654
21.800	5.499	1403.346	-11.654
21.810	5.437	1403.401	-11.654
21.820	5.438	1403.518	-11.654
21.830	5.442	1403.639	-11.654
21.840	5.472	1403.785	-11.654
21.850	5.494	1403.924	-11.654
21.860	5.500	1404.046	-11.654
21.870	5.479	1404.142	-11.654
21.880	5.466	1404.245	-11.654
21.890	5.434	1404.330	-11.654
21.900	5.446	1404.459	-11.654
21.910	5.485	1404.614	-11.654
21.920	5.454	1404.699	-11.654
21.930	5.473	1404.835	-11.654
21.940	5.501	1404.980	-11.654
21.950	5.557	1405.153	-11.654
21.960	5.612	1405.324	-11.654
21.970	5.533	1405.362	-11.654
21.980	5.415	1405.361	-11.654
21.990	5.310	1405.372	-11.654
22.000	5.240	1405.418	-11.654
22.010	5.243	1405.538	-11.654
22.020	5.259	1405.670	-11.654
22.030	5.210	1405.738	-11.654
22.040	5.151	1405.795	-11.654
22.050	5.190	1405.951	-11.654
22.060	5.224	1406.102	-11.654
22.070	5.245	1406.240	-11.654
22.080	5.310	1406.420	-11.654
22.090	5.312	1406.539	-11.654
22.100	5.319	1406.663	-11.654
22.110	5.425	1406.886	-11.654
22.120	5.589	1407.166	-11.654
22.130	5.695	1407.388	-11.654
22.140	5.715	1407.524	-11.654
22.150	5.743	1407.670	-11.654
22.160	5.720	1407.762	-11.654
22.170	5.753	1407.912	-11.654
22.180	5.927	1408.203	-11.654
22.190	6.049	1408.442	-11.654
22.200	6.113	1408.622	-11.654
22.210	6.148	1408.774	-11.654
22.220	6.167	1408.909	-16.833
22.230	6.173	1409.057	-16.833
22.240	6.366	1409.419	-16.833
22.250	6.937	1410.159	-16.833
22.260	7.946	1411.336	-16.833
22.270	10.641	1414.199	-16.833
22.280	15.481	1419.207	-16.833
22.290	21.967	1425.861	-16.833
22.300	28.748	1432.811	-16.833
22.310	34.792	1439.023	-16.833
22.320	41.593	1445.992	-16.833
