# Captured 2020-06-21 06:10:07.683769 by unknown user
# Built at revision a5513db (dirty)
time(sec)  pc_setpoint  pressure  net_flow  net_flow
13.000  10.000  10.419  94.706  94.706
13.010  10.000  10.368  72.871  72.871
13.020  10.000  10.361  71.792  71.792
13.030  10.000  10.289  72.996  72.996
13.040  10.000  10.136  62.885  62.885
13.050  10.000  10.309  40.713  40.713
13.060  10.000  10.118  34.802  34.802
13.070  10.000  10.298  29.588  29.588
13.080  10.000  10.086  37.790  37.790
13.090  10.000  10.091  18.810  18.810
13.100  10.000  10.066  9.879  9.879
13.110  10.000  10.328  9.658  9.658
13.120  10.000  10.045  26.092  26.092
13.130  10.000  9.957  9.863  9.863
13.140  10.000  9.968  -1.649  -1.649
13.150  10.000  10.167  -21.411  -21.411
13.160  10.000  9.949  -0.356  -0.356
13.170  10.000  10.069  -15.743  -15.743
13.180  10.000  9.920  -2.548  -2.548
13.190  10.000  9.986  1.858  1.858
13.200  10.000  9.899  6.712  6.712
13.210  10.000  9.849  -12.619  -12.619
13.220  10.000  9.897  -5.072  -5.072
13.230  10.000  9.913  7.086  7.086
13.240  10.000  9.832  -12.131  -12.131
13.250  10.000  10.032  -3.657  -3.657
13.260  10.000  9.883  -0.866  -0.866
13.270  10.000  9.743  7.010  7.010
13.280  10.000  9.830  1.051  1.051
13.290  10.000  9.778  7.608  7.608
13.300  10.000  9.983  17.805  17.805
13.310  10.000  9.683  18.349  18.349
13.320  10.000  9.967  11.614  11.614
13.330  10.000  9.809  31.949  31.949
13.340  10.000  9.809  43.938  43.938
13.350  10.000  9.867  36.257  36.257
13.360  10.000  9.879  55.192  55.192
13.370  10.000  9.814  48.563  48.563
13.380  10.000  9.831  62.493  62.493
13.390  10.000  9.771  55.610  55.610
13.400  10.000  9.625  70.089  70.089
13.410  10.000  10.010  68.079  68.079
13.420  10.000  10.103  72.352  72.352
13.430  10.000  10.017  73.161  73.161
13.440  10.000  9.899  75.084  75.084
13.450  10.000  9.906  76.320  76.320
13.460  10.000  9.878  90.220  90.220
13.470  10.000  9.915  74.657  74.657
13.480  10.000  10.030  73.035  73.035
13.490  10.000  10.087  104.493  104.493
13.500  10.000  10.094  70.479  70.479
13.510  10.000  10.112  85.765  85.765
13.520  10.000  10.055  86.857  86.857
13.530  10.000  10.069  96.332  96.332
13.540  10.000  10.142  85.438  85.438
13.550  10.000  10.183  55.110  55.110
13.560  10.000  10.111  87.898  87.898
13.570  10.000  10.288  72.664  72.664
13.580  10.000  10.249  61.292  61.292
13.590  10.000  10.369  71.671  71.671
13.600  10.000  10.289  77.782  77.782
13.610  10.000  10.130  83.079  83.079
13.620  10.000  10.275  64.830  64.830
13.630  10.000  10.166  71.429  71.429
13.640  10.000  10.194  40.826  40.826
13.650  10.000  10.206  50.997  50.997
13.660  10.000  10.097  38.435  38.435
13.670  10.000  10.135  42.763  42.763
13.680  10.000  10.097  23.743  23.743
13.690  10.000  10.154  28.341  28.341
13.700  10.000  10.186  15.643  15.643
13.710  10.000  10.233  15.626  15.626
13.720  10.000  9.963  13.563  13.563
13.730  10.000  10.037  6.221  6.221
13.740  10.000  9.931  2.895  2.895
13.750  10.000  9.958  5.712  5.712
13.760  10.000  9.951  -0.198  -0.198
13.770  10.000  9.986  -3.450  -3.450
13.780  10.000  9.871  9.312  9.312
13.790  10.000  9.957  3.568  3.568
13.800  10.000  9.942  9.273  9.273
13.810  10.000  9.914  14.282  14.282
13.820  10.000  9.858  -6.531  -6.531
13.830  10.000  9.955  1.000  1.000
13.840  10.000  10.028  3.724  3.724
13.850  10.000  9.797  13.796  13.796
13.860  10.000  9.922  11.253  11.253
13.870  10.000  9.903  9.503  9.503
13.880  10.000  9.994  13.639  13.639
13.890  10.000  9.768  14.710  14.710
13.900  10.000  9.771  32.668  32.668
13.910  10.000  9.697  39.408  39.408
13.920  10.000  9.948  24.340  24.340
13.930  10.000  9.894  24.264  24.264
13.940  10.000  9.977  43.442  43.442
13.950  10.000  9.785  31.980  31.980
13.960  10.000  9.807  40.153  40.153
13.970  10.000  9.812  51.715  51.715
13.980  10.000  9.875  65.321  65.321
13.990  10.000  9.954  64.912  64.912
14.000  10.000  10.052  64.866  64.866
14.010  10.000  9.827  72.818  72.818
14.020  10.000  9.929  72.803  72.803
14.030  10.000  9.917  76.015  76.015
14.040  10.000  10.025  60.795  60.795
14.050  10.000  10.117  63.049  63.049
14.060  10.000  9.886  86.426  86.426
14.070  10.000  9.965  65.227  65.227
14.080  10.000  10.108  80.834  80.834
14.090  10.000  10.057  77.929  77.929
14.100  10.000  10.148  69.141  69.141
14.110  10.000  10.070  72.569  72.569
14.120  10.000  10.068  71.569  71.569
14.130  10.000  10.134  72.465  72.465
14.140  10.000  10.139  58.072  58.072
14.150  10.000  10.323  72.676  72.676
14.160  10.000  9.979  70.525  70.525
14.170  10.000  10.016  49.887  49.887
14.180  10.000  10.198  74.794  74.794
14.190  10.000  10.075  65.983  65.983
14.200  10.000  10.147  74.265  74.265
14.210  10.000  10.174  59.435  59.435
14.220  10.000  10.170  63.206  63.206
14.230  10.000  10.206  66.119  66.119
14.240  10.000  10.244  40.401  40.401
14.250  10.000  10.125  54.401  54.401
14.260  10.000  10.174  56.436  56.436
14.270  10.000  10.082  38.406  38.406
14.280  10.000  9.987  43.762  43.762
14.290  10.000  10.171  25.246  25.246
14.300  10.000  10.001  55.393  55.393
14.310  10.000  10.156  29.567  29.567
14.320  10.000  10.101  31.426  31.426
14.330  10.000  9.887  20.414  20.414
14.340  10.000  10.056  24.464  24.464
14.350  10.000  10.009  29.742  29.742
14.360  10.000  10.162  5.142  5.142
14.370  10.000  10.067  19.319  19.319
14.380  10.000  9.879  9.264  9.264
14.390  10.000  9.943  17.385  17.385
14.400  10.000  9.870  18.912  18.912
14.410  10.000  10.025  10.021  10.021
14.420  10.000  9.939  15.912  15.912
14.430  10.000  9.932  16.945  16.945
14.440  10.000  9.841  17.197  17.197
14.450  10.000  10.019  16.387  16.387
14.460  10.000  9.699  29.527  29.527
14.470  10.000  10.003  26.342  26.342
14.480  10.000  9.905  11.424  11.424
14.490  10.000  9.870  35.402  35.402
14.500  10.000  9.755  32.098  32.098
14.510  10.000  9.771  17.995  17.995
14.520  10.000  9.799  28.639  28.639
14.530  10.000  9.902  33.959  33.959
14.540  10.000  9.956  33.883  33.883
14.550  10.000  9.930  27.388  27.388
14.560  10.000  9.860  42.278  42.278
14.570  10.000  9.933  40.198  40.198
14.580  10.000  9.864  58.307  58.307
14.590  10.000  10.008  45.121  45.121
14.600  10.000  10.025  47.821  47.821
14.610  10.000  10.026  73.844  73.844
14.620  10.000  9.888  60.837  60.837
14.630  10.000  9.936  61.692  61.692
14.640  10.000  9.880  73.917  73.917
14.650  10.000  10.036  40.706  40.706
14.660  10.000  10.082  52.911  52.911
14.670  10.000  10.053  64.140  64.140
14.680  10.000  9.979  74.417  74.417
14.690  10.000  9.920  77.491  77.491
14.700  10.000  10.067  60.155  60.155
14.710  10.000  10.045  56.530  56.530
14.720  10.000  10.123  63.009  63.009
14.730  10.000  10.166  55.139  55.139
14.740  10.000  10.045  58.259  58.259
14.750  10.000  9.990  70.725  70.725
14.760  10.000  10.088  60.977  60.977
14.770  10.000  10.113  53.317  53.317
14.780  10.000  10.139  58.393  58.393
14.790  10.000  10.126  57.430  57.430
14.800  10.000  10.116  61.856  61.856
14.810  10.000  9.950  55.153  55.153
14.820  10.000  10.133  65.552  65.552
14.830  10.000  10.224  48.426  48.426
14.840  10.000  10.108  55.128  55.128
14.850  10.000  10.029  60.640  60.640
14.860  10.000  10.110  51.837  51.837
14.870  10.000  10.187  26.009  26.009
14.880  10.000  10.057  56.273  56.273
14.890  10.000  10.034  35.066  35.066
14.900  10.000  10.128  38.660  38.660
14.910  10.000  10.035  41.490  41.490
14.920  10.000  10.184  32.302  32.302
14.930  10.000  10.006  52.437  52.437
14.940  10.000  10.010  29.003  29.003
14.950  10.000  10.111  22.221  22.221
14.960  10.000  10.160  22.678  22.678
14.970  10.000  10.006  24.881  24.881
14.980  10.000  9.927  31.818  31.818
14.990  10.000  10.031  22.854  22.854
15.000  10.000  10.130  5.447  5.447
15.010  10.000  10.014  31.138  31.138
15.020  10.000  9.806  29.991  29.991
15.030  10.000  10.000  6.924  6.924
15.040  10.000  10.058  8.955  8.955
15.050  10.000  9.919  21.230  21.230
15.060  10.000  9.804  27.072  27.072
15.070  10.000  9.876  28.739  28.739
15.080  12.500  10.100  -27.633  -27.633
15.090  15.000  10.163  18.199  18.199
15.100  17.500  10.454  143.602  143.602
15.110  20.000  12.072  274.587  274.587
15.120  22.500  13.696  342.999  342.999
15.130  25.001  14.948  464.150  464.150
15.140  27.500  16.562  552.843  552.843
15.150  30.000  18.823  615.310  615.310
15.160  32.500  19.599  660.393  660.393
15.170  35.000  21.105  638.654  638.654
15.180  35.000  21.272  719.804  719.804
15.190  35.000  21.556  787.790  787.790
15.200  35.000  22.438  649.886  649.886
15.210  35.000  22.254  641.477  641.477
15.220  35.000  22.996  685.176  685.176
15.230  35.000  23.842  615.672  615.672
15.240  35.000  23.621  739.841  739.841
15.250  35.000  24.402  620.298  620.298
15.260  35.000  24.224  788.902  788.902
15.270  35.000  24.671  650.520  650.520
15.280  35.000  25.364  691.193  691.193
15.290  35.000  25.919  680.881  680.881
15.300  35.000  25.591  693.435  693.435
15.310  35.000  26.067  733.392  733.392
15.320  35.000  26.489  665.369  665.369
15.330  35.000  27.015  648.747  648.747
15.340  35.000  27.004  688.989  688.989
15.350  35.000  27.673  661.195  661.195
15.360  35.000  28.337  605.540  605.540
15.370  35.000  28.425  652.311  652.311
15.380  35.000  28.408  657.701  657.701
15.390  35.000  29.232  618.501  618.501
15.400  35.000  29.086  638.521  638.521
15.410  35.000  29.524  611.874  611.874
15.420  35.000  29.123  671.134  671.134
15.430  35.000  29.948  606.861  606.861
15.440  35.000  30.048  716.615  716.615
15.450  35.000  30.350  665.896  665.896
15.460  35.000  30.943  608.124  608.124
15.470  35.000  31.907  533.552  533.552
15.480  35.000  31.669  659.660  659.660
15.490  35.000  32.533  594.628  594.628
15.500  35.000  31.942  662.849  662.849
15.510  35.000  33.178  624.531  624.531
15.520  35.000  32.306  757.877  757.877
15.530  35.000  32.894  543.517  543.517
15.540  35.000  33.685  637.481  637.481
15.550  35.000  33.271  700.536  700.536
15.560  35.000  34.491  590.919  590.919
15.570  35.000  34.233  670.695  670.695
15.580  35.000  35.040  610.110  610.110
15.590  35.000  35.056  661.361  661.361
15.600  35.000  34.884  676.623  676.623
15.610  35.000  35.955  561.221  561.221
15.620  35.000  35.628  584.289  584.289
15.630  35.000  35.617  633.323  633.323
15.640  35.000  35.497  569.615  569.615
15.650  35.000  35.998  568.054  568.054
15.660  35.000  36.882  559.026  559.026
15.670  35.000  35.968  663.362  663.362
15.680  35.000  35.869  470.060  470.060
15.690  35.000  36.258  472.572  472.572
15.700  35.000  35.001  521.660  521.660
15.710  35.000  35.489  460.378  460.378
15.720  35.000  35.256  367.059  367.059
15.730  35.000  34.954  461.844  461.844
15.740  35.000  35.999  413.634  413.634
15.750  35.000  35.050  470.594  470.594
15.760  35.000  35.873  454.629  454.629
15.770  35.000  35.545  416.421  416.421
15.780  35.000  36.496  393.948  393.948
15.790  35.000  36.411  380.440  380.440
15.800  35.000  36.287  439.097  439.097
15.810  35.000  35.847  406.219  406.219
15.820  35.000  35.549  392.492  392.492
15.830  35.000  35.536  332.724  332.724
15.840  35.000  35.688  300.662  300.662
15.850  35.000  35.441  296.989  296.989
15.860  35.000  35.603  285.151  285.151
15.870  35.000  35.230  313.201  313.201
15.880  35.000  35.094  298.609  298.609
15.890  35.000  35.233  292.614  292.614
15.900  35.000  35.150  276.450  276.450
15.910  35.000  35.747  245.993  245.993
15.920  35.000  35.733  255.194  255.194
15.930  35.000  35.680  227.075  227.075
15.940  35.000  36.418  226.163  226.163
15.950  35.000  35.570  239.453  239.453
15.960  35.000  35.787  216.498  216.498
15.970  35.000  35.400  232.779  232.779
15.980  35.000  35.505  173.613  173.613
15.990  35.000  35.009  169.198  169.198
16.000  35.000  35.603  171.327  171.327
16.010  35.000  35.597  104.913  104.913
16.020  35.000  34.986  167.060  167.060
16.030  35.000  35.236  87.714  87.714
16.040  35.000  35.052  147.781  147.781
16.050  35.000  35.381  117.754  117.754
16.060  35.000  35.598  58.079  58.079
16.070  35.000  35.055  101.282  101.282
16.080  10.000  35.040  54.212  54.212
16.090  10.000  34.522  -359.583  -359.583
16.100  10.000  27.085  -1196.261  -1196.261
16.110  10.000  24.307  -514.284  -514.284
16.120  10.000  24.594  -878.289  -878.289
16.130  10.000  23.683  -643.110  -643.110
16.140  10.000  23.580  -653.304  -653.304
16.150  10.000  23.134  -662.106  -662.106
16.160  10.000  22.861  -682.326  -682.326
16.170  10.000  22.567  -640.583  -640.583
16.180  10.000  22.256  -649.716  -649.716
16.190  10.000  22.082  -630.539  -630.539
16.200  10.000  21.767  -634.730  -634.730
16.210  10.000  21.413  -642.885  -642.885
16.220  10.000  21.175  -617.381  -617.381
16.230  10.000  20.845  -608.847  -608.847
16.240  10.000  20.733  -620.416  -620.416
16.250  10.000  20.481  -611.905  -611.905
16.260  10.000  20.218  -603.720  -603.720
16.270  10.000  20.018  -612.484  -612.484
16.280  10.000  19.959  -615.094  -615.094
16.290  10.000  19.614  -606.774  -606.774
16.300  10.000  19.284  -598.910  -598.910
16.310  10.000  19.214  -585.985  -585.985
16.320  10.000  18.862  -577.870  -577.870
16.330  10.000  18.705  -578.157  -578.157
16.340  10.000  18.550  -585.103  -585.103
16.350  10.000  18.272  -547.422  -547.422
16.360  10.000  17.983  -568.167  -568.167
16.370  10.000  17.849  -547.691  -547.691
16.380  10.000  17.613  -562.335  -562.335
16.390  10.000  17.609  -544.364  -544.364
16.400  10.000  17.101  -550.282  -550.282
16.410  10.000  16.859  -519.740  -519.740
16.420  10.000  16.689  -526.938  -526.938
16.430  10.000  16.582  -534.651  -534.651
16.440  10.000  16.347  -520.987  -520.987
16.450  10.000  16.117  -535.395  -535.395
16.460  10.000  15.956  -490.285  -490.285
16.470  10.000  15.618  -515.344  -515.344
16.480  10.000  15.309  -497.290  -497.290
16.490  10.000  15.269  -491.018  -491.018
16.500  10.000  15.023  -494.423  -494.423
16.510  10.000  14.817  -482.910  -482.910
16.520  10.000  14.659  -496.010  -496.010
16.530  10.000  14.521  -473.690  -473.690
16.540  10.000  14.338  -486.642  -486.642
16.550  10.000  14.074  -466.780  -466.780
16.560  10.000  14.062  -456.905  -456.905
16.570  10.000  13.805  -445.395  -445.395
16.580  10.000  13.756  -474.221  -474.221
16.590  10.000  13.448  -478.128  -478.128
16.600  10.000  13.365  -447.498  -447.498
16.610  10.000  13.272  -432.233  -432.233
16.620  10.000  13.175  -442.722  -442.722
16.630  10.000  13.008  -443.187  -443.187
16.640  10.000  12.758  -429.316  -429.316
16.650  10.000  12.665  -459.809  -459.809
16.660  10.000  12.547  -423.719  -423.719
16.670  10.000  12.365  -439.088  -439.088
16.680  10.000  12.256  -417.986  -417.986
16.690  10.000  12.172  -418.301  -418.301
16.700  10.000  12.026  -416.898  -416.898
16.710  10.000  11.870  -415.132  -415.132
16.720  10.000  11.692  -412.168  -412.168
16.730  10.000  11.505  -395.731  -395.731
16.740  10.000  11.370  -397.008  -397.008
16.750  10.000  11.275  -396.551  -396.551
16.760  10.000  11.089  -395.796  -395.796
16.770  10.000  10.990  -380.526  -380.526
16.780  10.000  10.898  -393.877  -393.877
16.790  10.000  10.691  -391.798  -391.798
16.800  10.000  10.583  -377.745  -377.745
16.810  10.000  10.434  -375.047  -375.047
16.820  10.000  10.272  -373.217  -373.217
16.830  10.000  10.130  -352.405  -352.405
16.840  10.000  10.102  -362.166  -362.166
16.850  10.000  9.799  -356.465  -356.465
16.860  10.000  9.812  -363.686  -363.686
16.870  10.000  9.604  -340.508  -340.508
16.880  10.000  9.543  -326.335  -326.335
16.890  10.000  9.623  -321.311  -321.311
16.900  10.000  9.513  -306.771  -306.771
16.910  10.000  9.619  -288.523  -288.523
16.920  10.000  9.731  -293.419  -293.419
16.930  10.000  9.729  -268.677  -268.677
16.940  10.000  9.803  -259.590  -259.590
16.950  10.000  9.812  -247.824  -247.824
16.960  10.000  9.862  -255.589  -255.589
16.970  10.000  9.802  -232.370  -232.370
16.980  10.000  9.809  -234.798  -234.798
16.990  10.000  9.849  -217.433  -217.433
17.000  10.000  9.864  -211.207  -211.207
17.010  10.000  9.778  -194.050  -194.050
17.020  10.000  9.862  -192.604  -192.604
17.030  10.000  9.920  -186.518  -186.518
17.040  10.000  9.872  -180.468  -180.468
17.050  10.000  9.803  -170.793  -170.793
17.060  10.000  9.695  -161.050  -161.050
17.070  10.000  9.853  -151.429  -151.429
17.080  10.000  9.978  -153.704  -153.704
17.090  10.000  9.884  -127.057  -127.057
17.100  10.000  9.804  -133.497  -133.497
17.110  10.000  9.864  -131.595  -131.595
17.120  10.000  9.837  -119.502  -119.502
17.130  10.000  9.818  -112.037  -112.037
17.140  10.000  9.870  -110.749  -110.749
17.150  10.000  9.941  -89.469  -89.469
17.160  10.000  9.943  -77.211  -77.211
17.170  10.000  9.844  -93.624  -93.624
17.180  10.000  9.827  -73.212  -73.212
17.190  10.000  9.870  -71.060  -71.060
17.200  10.000  9.861  -62.773  -62.773
17.210  10.000  9.773  -41.883  -41.883
17.220  10.000  9.885  -54.751  -54.751
17.230  10.000  9.840  -48.498  -48.498
17.240  10.000  9.872  -49.901  -49.901
17.250  10.000  9.765  -33.079  -33.079
17.260  10.000  9.851  -16.051  -16.051
17.270  10.000  9.808  -25.246  -25.246
17.280  10.000  9.785  1.495  1.495
17.290  10.000  9.948  -20.833  -20.833
17.300  10.000  10.053  -17.143  -17.143
17.310  10.000  9.897  -1.060  -1.060
17.320  10.000  9.928  -0.485  -0.485
17.330  10.000  9.932  5.965  5.965
17.340  10.000  9.848  17.047  17.047
17.350  10.000  9.976  13.068  13.068
17.360  10.000  9.924  29.802  29.802
17.370  10.000  9.951  19.526  19.526
17.380  10.000  10.005  24.812  24.812
17.390  10.000  10.048  10.268  10.268
17.400  10.000  10.065  17.992  17.992
17.410  10.000  10.091  9.025  9.025
17.420  10.000  9.980  11.900  11.900
17.430  10.000  10.022  15.688  15.688
17.440  10.000  10.112  22.104  22.104
17.450  10.000  9.972  32.736  32.736
17.460  10.000  10.044  22.517  22.517
17.470  10.000  10.103  9.436  9.436
17.480  10.000  10.284  8.466  8.466
17.490  10.000  10.164  13.649  13.649
17.500  10.000  10.177  20.581  20.581
17.510  10.000  10.175  16.857  16.857
17.520  10.000  10.188  20.800  20.800
17.530  10.000  10.169  30.620  30.620
17.540  10.000  10.230  29.017  29.017
17.550  10.000  10.236  36.617  36.617
17.560  10.000  10.165  20.265  20.265
17.570  10.000  10.164  19.972  19.972
17.580  10.000  10.282  9.105  9.105
17.590  10.000  10.224  8.221  8.221
17.600  10.000  10.168  3.257  3.257
17.610  10.000  10.117  7.244  7.244
17.620  10.000  10.156  -23.276  -23.276
17.630  10.000  10.027  -11.963  -11.963
17.640  10.000  10.208  -41.049  -41.049
17.650  10.000  10.140  -26.567  -26.567
17.660  10.000  10.132  -40.664  -40.664
17.670  10.000  9.923  -12.420  -12.420
17.680  10.000  10.093  -41.676  -41.676
17.690  10.000  10.116  -41.569  -41.569
17.700  10.000  10.139  -39.249  -39.249
17.710  10.000  10.063  -36.109  -36.109
17.720  10.000  10.028  -41.558  -41.558
17.730  10.000  9.944  -46.138  -46.138
17.740  10.000  9.905  -42.338  -42.338
17.750  10.000  10.015  -62.429  -62.429
17.760  10.000  9.928  -45.011  -45.011
17.770  10.000  9.892  -56.757  -56.757
17.780  10.000  9.871  -44.616  -44.616
17.790  10.000  9.903  -35.295  -35.295
17.800  10.000  9.820  -21.745  -21.745
17.810  10.000  9.894  -31.934  -31.934
17.820  10.000  9.786  -39.201  -39.201
17.830  10.000  9.847  -33.571  -33.571
17.840  10.000  9.766  -34.059  -34.059
17.850  10.000  9.934  -38.011  -38.011
17.860  10.000  9.838  -32.656  -32.656
17.870  10.000  9.919  -37.978  -37.978
17.880  10.000  9.858  -41.710  -41.710
17.890  10.000  9.770  -14.444  -14.444
17.900  10.000  9.717  4.070  4.070
17.910  10.000  9.731  -7.919  -7.919
17.920  10.000  9.931  -4.290  -4.290
17.930  10.000  9.880  10.693  10.693
17.940  10.000  9.879  27.048  27.048
17.950  10.000  9.967  4.379  4.379
17.960  10.000  9.788  19.346  19.346
17.970  10.000  9.851  27.877  27.877
17.980  10.000  10.053  13.365  13.365
17.990  10.000  9.964  25.760  25.760
18.000  10.000  9.847  50.007  50.007
18.010  10.000  10.096  18.386  18.386
18.020  10.000  10.046  33.526  33.526
18.030  10.000  10.081  23.873  23.873
18.040  10.000  10.065  28.656  28.656
18.050  10.000  9.895  42.052  42.052
18.060  10.000  10.054  31.504  31.504
18.070  10.000  10.009  31.528  31.528
18.080  10.000  10.112  38.727  38.727
18.090  10.000  10.138  33.548  33.548
18.100  10.000  10.177  24.877  24.877
18.110  10.000  10.210  23.300  23.300
18.120  10.000  10.211  47.931  47.931
18.130  10.000  10.155  12.946  12.946
18.140  10.000  10.282  30.283  30.283
18.150  10.000  10.139  25.685  25.685
18.160  10.000  10.248  13.758  13.758
18.170  10.000  10.326  6.880  6.880
18.180  10.000  10.268  9.200  9.200
18.190  10.000  10.194  17.339  17.339
18.200  10.000  10.168  -1.070  -1.070
18.210  10.000  10.116  -6.579  -6.579
18.220  10.000  10.148  -9.264  -9.264
18.230  10.000  10.077  2.816  2.816
18.240  10.000  10.163  -7.640  -7.640
18.250  10.000  10.108  -35.365  -35.365
18.260  10.000  10.177  -37.947  -37.947
18.270  10.000  9.926  -21.813  -21.813
18.280  10.000  10.051  -43.879  -43.879
18.290  10.000  10.139  -47.308  -47.308
18.300  10.000  10.085  -40.041  -40.041
18.310  10.000  10.093  -48.448  -48.448
18.320  10.000  10.005  -34.206  -34.206
18.330  10.000  9.954  -39.266  -39.266
18.340  10.000  9.908  -32.363  -32.363
18.350  10.000  10.085  -58.275  -58.275
18.360  10.000  10.038  -41.603  -41.603
18.370  10.000  9.914  -49.408  -49.408
18.380  10.000  9.982  -36.792  -36.792
18.390  10.000  9.924  -47.102  -47.102
18.400  10.000  9.873  -41.828  -41.828
18.410  10.000  9.849  -33.797  -33.797
18.420  10.000  9.838  -54.997  -54.997
18.430  10.000  9.802  -22.322  -22.322
18.440  10.000  9.875  -31.362  -31.362
18.450  10.000  9.870  -38.657  -38.657
18.460  10.000  10.048  -30.024  -30.024
18.470  10.000  9.643  -20.788  -20.788
18.480  10.000  9.797  -11.232  -11.232
18.490  10.000  9.822  -19.189  -19.189
18.500  10.000  9.785  -10.769  -10.769
18.510  10.000  9.804  -8.659  -8.659
18.520  10.000  9.975  -11.397  -11.397
18.530  10.000  9.766  0.978  0.978
18.540  10.000  9.767  6.681  6.681
18.550  10.000  9.757  6.492  6.492
18.560  10.000  9.875  13.462  13.462
18.570  10.000  9.898  22.288  22.288
18.580  10.000  10.020  16.348  16.348
18.590  10.000  9.899  30.576  30.576
18.600  10.000  9.915  24.883  24.883
18.610  10.000  9.946  24.935  24.935
18.620  10.000  10.098  28.599  28.599
18.630  10.000  10.099  31.135  31.135
18.640  10.000  10.039  35.777  35.777
18.650  10.000  9.987  37.921  37.921
18.660  10.000  10.053  53.954  53.954
18.670  10.000  10.000  20.760  20.760
18.680  10.000  10.237  30.054  30.054
18.690  10.000  10.170  46.688  46.688
18.700  10.000  10.005  44.643  44.643
18.710  10.000  10.161  15.394  15.394
18.720  10.000  10.270  29.062  29.062
18.730  10.000  10.161  39.542  39.542
18.740  10.000  10.178  16.923  16.923
18.750  10.000  10.297  37.204  37.204
18.760  10.000  10.216  27.983  27.983
18.770  10.000  10.241  12.202  12.202
18.780  10.000  10.126  25.024  25.024
18.790  10.000  10.251  14.720  14.720
18.800  10.000  10.212  -0.447  -0.447
18.810  10.000  10.100  -4.039  -4.039
18.820  10.000  10.238  -6.826  -6.826
18.830  10.000  10.091  -13.885  -13.885
18.840  10.000  10.091  -27.750  -27.750
18.850  10.000  10.072  -33.072  -33.072
18.860  10.000  10.161  -35.982  -35.982
18.870  10.000  10.034  -32.488  -32.488
18.880  10.000  10.063  -35.983  -35.983
18.890  10.000  9.975  -31.968  -31.968
18.900  10.000  10.015  -40.878  -40.878
18.910  10.000  10.113  -46.352  -46.352
18.920  10.000  10.117  -53.365  -53.365
18.930  10.000  10.037  -35.976  -35.976
18.940  10.000  9.901  -62.505  -62.505
18.950  10.000  9.960  -53.017  -53.017
18.960  10.000  9.870  -55.960  -55.960
18.970  10.000  9.870  -49.966  -49.966
18.980  10.000  9.809  -29.927  -29.927
18.990  10.000  9.788  -32.570  -32.570
19.000  10.000  9.754  -27.279  -27.279
19.010  10.000  9.799  -34.584  -34.584
19.020  10.000  9.810  -29.957  -29.957
19.030  10.000  9.777  -25.098  -25.098
19.040  10.000  9.806  -16.868  -16.868
19.050  10.000  9.941  -20.606  -20.606
19.060  10.000  9.935  -26.944  -26.944
19.070  10.000  9.951  -28.976  -28.976
19.080  10.000  9.794  -8.333  -8.333
19.090  10.000  9.882  1.323  1.323
19.100  10.000  9.799  5.347  5.347
19.110  10.000  10.024  4.034  4.034
19.120  10.000  9.921  12.844  12.844
19.130  10.000  9.977  6.424  6.424
19.140  10.000  9.797  14.310  14.310
19.150  10.000  9.760  40.491  40.491
19.160  10.000  10.026  19.318  19.318
19.170  10.000  10.042  2.049  2.049
19.180  10.000  10.093  6.844  6.844
19.190  10.000  9.996  21.562  21.562
19.200  10.000  9.988  27.082  27.082
19.210  10.000  9.813  34.906  34.906
19.220  10.000  9.988  11.012  11.012
19.230  10.000  10.104  24.827  24.827
19.240  10.000  10.082  35.501  35.501
19.250  10.000  10.101  0.326  0.326
19.260  10.000  10.165  24.393  24.393
19.270  10.000  10.151  25.468  25.468
19.280  10.000  10.125  22.870  22.870
19.290  10.000  10.264  -4.427  -4.427
19.300  10.000  10.154  28.303  28.303
19.310  10.000  9.985  19.798  19.798
19.320  10.000  10.150  18.013  18.013
19.330  10.000  10.032  9.097  9.097
19.340  10.000  10.209  27.467  27.467
19.350  10.000  10.123  1.320  1.320
19.360  10.000  10.307  10.788  10.788
19.370  10.000  10.120  19.524  19.524
19.380  10.000  9.990  11.724  11.724
19.390  10.000  10.147  -6.583  -6.583
19.400  10.000  10.040  2.598  2.598
19.410  10.000  10.093  2.239  2.239
19.420  10.000  9.992  8.985  8.985
19.430  10.000  10.141  -7.347  -7.347
19.440  10.000  10.171  -13.478  -13.478
19.450  10.000  9.954  0.710  0.710
19.460  10.000  10.079  -21.155  -21.155
19.470  10.000  9.964  -25.401  -25.401
19.480  10.000  10.117  -15.956  -15.956
19.490  10.000  10.064  -28.617  -28.617
19.500  10.000  10.040  -16.375  -16.375
19.510  10.000  9.958  -19.590  -19.590
19.520  10.000  10.001  -37.127  -37.127
19.530  10.000  10.104  -27.086  -27.086
19.540  10.000  10.027  -27.364  -27.364
19.550  10.000  9.860  -5.315  -5.315
19.560  10.000  10.082  -22.797  -22.797
19.570  10.000  9.950  -35.220  -35.220
19.580  10.000  9.966  -23.077  -23.077
19.590  10.000  9.848  -35.788  -35.788
19.600  10.000  9.912  -19.124  -19.124
19.610  10.000  10.004  -28.669  -28.669
19.620  10.000  9.929  -23.793  -23.793
19.630  10.000  9.907  -12.318  -12.318
19.640  10.000  10.017  -41.998  -41.998
19.650  10.000  9.881  -15.563  -15.563
19.660  10.000  9.827  -22.475  -22.475
19.670  10.000  9.880  -12.058  -12.058
19.680  10.000  9.774  -8.071  -8.071
19.690  10.000  9.809  3.790  3.790
