# Captured 2020-06-21 06:10:07.683769 by unknown user
# Built at revision a5513db (dirty)
time(sec)  pc_setpoint  pressure  net_flow  net_flow
26.350  10.000  18.627  -547.353  -547.353
26.360  10.000  18.140  -566.146  -566.146
26.370  10.000  18.131  -531.454  -531.454
26.380  10.000  17.953  -526.439  -526.439
26.390  10.000  17.773  -534.379  -534.379
26.400  10.000  17.687  -533.670  -533.670
26.410  10.000  17.595  -523.745  -523.745
26.420  10.000  17.403  -529.580  -529.580
26.430  10.000  17.287  -525.290  -525.290
26.440  10.000  17.049  -526.727  -526.727
26.450  10.000  16.851  -519.537  -519.537
26.460  10.000  16.718  -496.790  -496.790
26.470  10.000  16.532  -489.884  -489.884
26.480  10.000  16.554  -511.524  -511.524
26.490  10.000  16.348  -495.812  -495.812
26.500  10.000  16.378  -519.494  -519.494
26.510  10.000  16.117  -477.685  -477.685
26.520  10.000  16.001  -489.389  -489.389
26.530  10.000  15.880  -493.189  -493.189
26.540  10.000  15.673  -486.220  -486.220
26.550  10.000  15.495  -476.879  -476.879
26.560  10.000  15.307  -468.901  -468.901
26.570  10.000  15.136  -465.441  -465.441
26.580  10.000  14.971  -474.327  -474.327
26.590  10.000  14.791  -461.975  -461.975
26.600  10.000  14.636  -471.465  -471.465
26.610  10.000  14.549  -448.343  -448.343
26.620  10.000  14.284  -453.876  -453.876
26.630  10.000  14.171  -447.519  -447.519
26.640  10.000  13.995  -437.912  -437.912
26.650  10.000  13.751  -429.080  -429.080
26.660  10.000  13.780  -449.075  -449.075
26.670  10.000  13.574  -424.352  -424.352
26.680  10.000  13.459  -425.529  -425.529
26.690  10.000  13.093  -418.661  -418.661
26.700  10.000  13.127  -426.457  -426.457
26.710  10.000  12.972  -420.721  -420.721
26.720  10.000  12.831  -406.270  -406.270
26.730  10.000  12.581  -410.453  -410.453
26.740  10.000  12.454  -410.203  -410.203
26.750  10.000  12.361  -405.325  -405.325
26.760  10.000  12.257  -396.981  -396.981
26.770  10.000  11.993  -387.451  -387.451
26.780  10.000  11.848  -382.281  -382.281
26.790  10.000  11.805  -385.907  -385.907
26.800  10.000  11.656  -383.542  -383.542
26.810  10.000  11.513  -376.630  -376.630
26.820  10.000  11.412  -368.037  -368.037
26.830  10.000  11.311  -367.333  -367.333
26.840  10.000  11.195  -366.017  -366.017
26.850  10.000  10.991  -359.389  -359.389
26.860  10.000  10.811  -356.797  -356.797
26.870  10.000  10.780  -360.237  -360.237
26.880  10.000  10.637  -352.518  -352.518
26.890  10.000  10.489  -345.590  -345.590
26.900  10.000  10.340  -334.343  -334.343
26.910  10.000  10.251  -338.062  -338.062
26.920  10.000  10.157  -337.464  -337.464
26.930  10.000  10.086  -339.016  -339.016
26.940  10.000  9.955  -336.636  -336.636
26.950  10.000  9.817  -323.475  -323.475
26.960  10.000  9.642  -316.212  -316.212
26.970  10.000  9.558  -307.232  -307.232
26.980  10.000  9.626  -298.208  -298.208
26.990  10.000  9.693  -278.660  -278.660
27.000  10.000  9.691  -269.108  -269.108
27.010  10.000  9.699  -259.915  -259.915
27.020  10.000  9.684  -246.551  -246.551
27.030  10.000  9.678  -232.841  -232.841
27.040  10.000  9.710  -235.186  -235.186
27.050  10.000  9.741  -206.310  -206.310
27.060  10.000  9.737  -213.211  -213.211
27.070  10.000  9.662  -183.329  -183.329
27.080  10.000  9.742  -181.759  -181.759
27.090  10.000  9.800  -163.090  -163.090
27.100  10.000  9.936  -156.865  -156.865
27.110  10.000  9.858  -145.377  -145.377
27.120  10.000  9.819  -135.740  -135.740
27.130  10.000  9.777  -132.996  -132.996
27.140  10.000  9.851  -130.665  -130.665
27.150  10.000  9.825  -101.905  -101.905
27.160  10.000  9.811  -93.934  -93.934
27.170  10.000  9.858  -93.611  -93.611
27.180  10.000  9.896  -83.506  -83.506
27.190  10.000  9.955  -95.938  -95.938
27.200  10.000  9.882  -73.813  -73.813
27.210  10.000  9.841  -75.107  -75.107
27.220  10.000  9.868  -68.568  -68.568
27.230  10.000  9.801  -70.759  -70.759
27.240  10.000  9.871  -60.662  -60.662
27.250  10.000  9.892  -45.115  -45.115
27.260  10.000  9.910  -24.187  -24.187
27.270  10.000  9.813  -22.967  -22.967
27.280  10.000  9.826  -24.873  -24.873
27.290  10.000  9.831  -29.471  -29.471
27.300  10.000  9.764  -10.748  -10.748
27.310  10.000  9.893  -13.877  -13.877
27.320  10.000  10.065  -14.148  -14.148
27.330  10.000  9.882  10.256  10.256
27.340  10.000  9.794  4.572  4.572
27.350  10.000  9.912  -12.671  -12.671
27.360  10.000  9.831  12.896  12.896
27.370  10.000  9.914  6.142  6.142
27.380  10.000  9.950  28.090  28.090
27.390  10.000  9.893  25.880  25.880
27.400  10.000  9.942  23.434  23.434
27.410  10.000  10.043  17.367  17.367
27.420  10.000  10.119  22.741  22.741
27.430  10.000  10.052  49.043  49.043
27.440  10.000  9.962  30.942  30.942
27.450  10.000  10.105  10.045  10.045
27.460  10.000  10.111  34.542  34.542
27.470  10.000  10.243  15.236  15.236
27.480  10.000  10.255  16.764  16.764
27.490  10.000  10.257  1.331  1.331
27.500  10.000  10.183  31.274  31.274
27.510  10.000  10.241  -1.682  -1.682
27.520  10.000  10.145  35.229  35.229
27.530  10.000  10.246  18.120  18.120
27.540  10.000  10.105  33.601  33.601
27.550  10.000  10.394  26.018  26.018
27.560  10.000  10.184  19.318  19.318
27.570  10.000  10.241  11.195  11.195
27.580  10.000  10.081  10.143  10.143
27.590  10.000  10.236  -12.834  -12.834
27.600  10.000  10.174  -18.027  -18.027
27.610  10.000  10.106  -13.606  -13.606
27.620  10.000  10.062  -10.805  -10.805
27.630  10.000  10.085  -24.652  -24.652
27.640  10.000  10.170  -34.738  -34.738
27.650  10.000  10.170  -39.155  -39.155
27.660  10.000  9.992  -25.270  -25.270
27.670  10.000  10.070  -33.570  -33.570
27.680  10.000  9.935  -34.554  -34.554
27.690  10.000  10.052  -47.911  -47.911
27.700  10.000  9.976  -40.481  -40.481
27.710  10.000  9.971  -43.683  -43.683
27.720  10.000  9.912  -58.180  -58.180
27.730  10.000  10.064  -44.963  -44.963
27.740  10.000  9.816  -41.186  -41.186
27.750  10.000  9.960  -47.498  -47.498
27.760  10.000  9.858  -40.373  -40.373
27.770  10.000  9.896  -34.095  -34.095
27.780  10.000  9.845  -37.940  -37.940
27.790  10.000  9.932  -26.941  -26.941
27.800  10.000  9.899  -39.368  -39.368
27.810  10.000  9.857  -29.825  -29.825
27.820  10.000  9.888  -24.837  -24.837
27.830  10.000  9.887  -19.104  -19.104
27.840  10.000  9.889  -29.808  -29.808
27.850  10.000  9.936  -39.865  -39.865
27.860  10.000  9.853  -30.110  -30.110
27.870  10.000  9.912  -21.154  -21.154
27.880  10.000  9.832  -15.956  -15.956
27.890  10.000  9.924  -7.656  -7.656
27.900  10.000  9.945  -19.129  -19.129
27.910  10.000  9.948  -9.470  -9.470
27.920  10.000  9.753  22.758  22.758
27.930  10.000  9.863  10.029  10.029
27.940  10.000  9.895  -0.531  -0.531
27.950  10.000  9.968  5.162  5.162
27.960  10.000  9.941  17.930  17.930
27.970  10.000  9.842  21.018  21.018
27.980  10.000  9.890  31.211  31.211
27.990  10.000  9.930  10.138  10.138
28.000  10.000  10.037  16.491  16.491
28.010  10.000  10.084  22.593  22.593
28.020  10.000  10.074  31.892  31.892
28.030  10.000  10.035  26.651  26.651
28.040  10.000  10.113  17.902  17.902
28.050  10.000  9.993  17.707  17.707
28.060  10.000  10.123  28.325  28.325
28.070  10.000  10.230  28.557  28.557
28.080  10.000  10.155  18.977  18.977
28.090  10.000  10.165  13.783  13.783
28.100  10.000  10.120  29.489  29.489
28.110  10.000  10.116  2.742  2.742
28.120  10.000  10.285  22.727  22.727
28.130  10.000  10.194  17.069  17.069
28.140  10.000  10.047  20.822  20.822
28.150  10.000  10.219  -2.055  -2.055
28.160  10.000  10.128  22.434  22.434
28.170  10.000  10.103  12.842  12.842
28.180  10.000  10.233  -6.360  -6.360
28.190  10.000  10.117  -10.855  -10.855
28.200  10.000  10.239  -9.551  -9.551
28.210  10.000  10.096  -9.971  -9.971
28.220  10.000  10.074  -25.103  -25.103
28.230  10.000  9.902  -16.031  -16.031
28.240  10.000  10.054  -23.311  -23.311
28.250  10.000  10.092  -29.047  -29.047
28.260  10.000  10.055  -30.178  -30.178
28.270  10.000  9.981  -33.436  -33.436
28.280  10.000  10.048  -29.594  -29.594
28.290  10.000  10.016  -25.088  -25.088
28.300  10.000  10.071  -21.711  -21.711
28.310  10.000  9.965  -10.872  -10.872
28.320  10.000  9.902  -5.398  -5.398
28.330  10.000  9.922  -19.847  -19.847
28.340  10.000  9.918  -33.715  -33.715
28.350  10.000  9.888  -35.868  -35.868
28.360  10.000  9.993  -24.495  -24.495
28.370  10.000  10.045  -20.450  -20.450
28.380  10.000  9.904  -18.224  -18.224
28.390  10.000  9.805  -34.677  -34.677
28.400  10.000  10.076  -31.403  -31.403
28.410  10.000  9.946  -14.794  -14.794
28.420  10.000  9.948  -20.009  -20.009
28.430  10.000  9.924  -22.210  -22.210
28.440  10.000  9.804  -24.157  -24.157
28.450  10.000  9.890  -8.432  -8.432
28.460  10.000  9.773  -17.694  -17.694
28.470  10.000  9.892  -16.618  -16.618
28.480  10.000  9.984  -13.455  -13.455
28.490  10.000  9.884  -6.010  -6.010
28.500  10.000  9.883  -12.135  -12.135
28.510  10.000  9.949  -8.481  -8.481
28.520  10.000  10.025  -16.403  -16.403
28.530  10.000  9.879  15.709  15.709
28.540  10.000  9.943  9.233  9.233
28.550  10.000  9.872  4.922  4.922
28.560  10.000  9.958  -6.468  -6.468
28.570  10.000  9.882  16.290  16.290
28.580  10.000  9.928  8.911  8.911
28.590  10.000  10.010  21.662  21.662
28.600  10.000  9.972  10.327  10.327
28.610  10.000  10.041  16.741  16.741
28.620  10.000  10.023  12.346  12.346
28.630  10.000  10.072  13.007  13.007
28.640  10.000  10.037  13.839  13.839
28.650  10.000  10.067  20.897  20.897
28.660  10.000  10.005  19.816  19.816
28.670  10.000  10.012  29.232  29.232
28.680  10.000  10.255  -3.803  -3.803
28.690  10.000  10.028  21.961  21.961
28.700  10.000  10.131  14.332  14.332
28.710  10.000  10.088  14.895  14.895
28.720  10.000  10.019  11.306  11.306
28.730  10.000  10.018  5.922  5.922
28.740  10.000  10.050  19.939  19.939
28.750  10.000  10.023  19.207  19.207
28.760  10.000  10.067  -0.711  -0.711
28.770  10.000  10.104  17.174  17.174
28.780  10.000  10.121  -7.902  -7.902
28.790  10.000  10.068  2.874  2.874
28.800  10.000  10.051  8.888  8.888
28.810  10.000  10.211  -6.217  -6.217
28.820  10.000  10.074  10.932  10.932
28.830  10.000  10.011  6.470  6.470
28.840  10.000  10.149  7.023  7.023
28.850  10.000  10.074  9.853  9.853
28.860  10.000  10.101  -1.961  -1.961
28.870  10.000  10.082  -4.776  -4.776
28.880  10.000  10.173  -14.486  -14.486
28.890  10.000  10.028  -10.661  -10.661
28.900  10.000  10.060  -23.555  -23.555
28.910  10.000  10.096  -19.826  -19.826
28.920  10.000  10.076  -16.444  -16.444
28.930  10.000  10.070  -28.686  -28.686
28.940  10.000  10.056  -24.529  -24.529
28.950  10.000  9.832  -26.650  -26.650
28.960  10.000  9.981  -17.692  -17.692
28.970  10.000  10.126  -40.503  -40.503
28.980  10.000  10.097  -39.708  -39.708
28.990  10.000  10.008  -31.964  -31.964
29.000  10.000  9.969  -37.424  -37.424
29.010  10.000  9.954  -26.669  -26.669
29.020  10.000  10.051  -37.815  -37.815
29.030  10.000  9.934  -41.223  -41.223
29.040  10.000  9.894  -10.993  -10.993
29.050  10.000  9.937  -20.361  -20.361
29.060  10.000  9.888  -16.384  -16.384
29.070  10.000  10.045  -27.393  -27.393
29.080  10.000  9.931  -11.645  -11.645
29.090  10.000  9.917  -13.641  -13.641
29.100  10.000  9.860  -26.783  -26.783
29.110  10.000  9.943  -28.386  -28.386
29.120  10.000  9.952  -19.400  -19.400
29.130  10.000  9.854  -11.356  -11.356
29.140  10.000  10.081  -43.056  -43.056
29.150  10.000  9.860  -10.384  -10.384
29.160  10.000  9.882  -10.773  -10.773
29.170  10.000  9.767  -3.363  -3.363
29.180  10.000  9.909  -6.574  -6.574
29.190  10.000  9.932  2.301  2.301
29.200  10.000  9.847  -23.350  -23.350
29.210  10.000  9.978  -6.204  -6.204
29.220  10.000  10.050  -26.209  -26.209
29.230  10.000  9.883  -2.495  -2.495
29.240  10.000  9.891  9.327  9.327
29.250  10.000  9.862  6.920  6.920
29.260  10.000  9.867  20.599  20.599
29.270  10.000  9.933  12.130  12.130
29.280  10.000  10.004  9.126  9.126
29.290  10.000  10.069  7.820  7.820
29.300  10.000  9.872  14.087  14.087
29.310  10.000  10.017  16.572  16.572
29.320  10.000  9.995  17.464  17.464
29.330  10.000  9.988  25.403  25.403
29.340  10.000  9.952  34.559  34.559
29.350  10.000  10.107  4.801  4.801
29.360  10.000  9.914  24.311  24.311
29.370  10.000  9.980  20.781  20.781
29.380  10.000  10.002  3.320  3.320
29.390  10.000  10.207  16.650  16.650
29.400  10.000  10.039  17.090  17.090
29.410  10.000  10.042  10.331  10.331
29.420  10.000  10.219  7.159  7.159
29.430  10.000  10.071  1.942  1.942
29.440  10.000  10.087  16.785  16.785
29.450  10.000  10.060  14.476  14.476
29.460  10.000  10.023  22.347  22.347
29.470  10.000  10.025  23.403  23.403
29.480  10.000  10.049  9.832  9.832
29.490  10.000  10.291  -8.210  -8.210
29.500  10.000  10.047  28.172  28.172
29.510  10.000  10.175  5.326  5.326
29.520  10.000  10.205  -9.606  -9.606
29.530  10.000  10.157  4.905  4.905
29.540  10.000  10.024  -13.538  -13.538
29.550  10.000  10.103  -4.913  -4.913
29.560  10.000  10.071  2.104  2.104
29.570  10.000  10.012  -6.497  -6.497
29.580  10.000  9.964  -1.188  -1.188
29.590  10.000  10.075  -8.458  -8.458
29.600  10.000  10.052  -12.311  -12.311
29.610  10.000  10.088  -20.124  -20.124
29.620  10.000  10.016  -12.892  -12.892
29.630  10.000  10.085  -16.489  -16.489
29.640  10.000  10.084  -22.567  -22.567
29.650  10.000  10.040  -11.465  -11.465
29.660  10.000  10.054  -17.552  -17.552
29.670  10.000  9.995  -27.467  -27.467
29.680  10.000  9.941  -25.525  -25.525
29.690  10.000  10.018  -20.781  -20.781
29.700  10.000  10.015  -22.004  -22.004
29.710  10.000  9.908  -22.254  -22.254
29.720  10.000  10.089  -30.450  -30.450
29.730  10.000  9.878  -20.138  -20.138
29.740  10.000  9.981  -17.610  -17.610
29.750  10.000  10.007  -26.735  -26.735
29.760  10.000  9.969  -29.557  -29.557
29.770  10.000  10.019  -20.023  -20.023
29.780  10.000  9.843  -15.630  -15.630
29.790  10.000  9.925  -26.251  -26.251
29.800  10.000  10.041  -26.571  -26.571
29.810  10.000  9.907  -7.777  -7.777
29.820  10.000  9.966  3.041  3.041
29.830  10.000  9.769  -10.012  -10.012
29.840  10.000  9.940  -9.297  -9.297
29.850  10.000  9.910  -11.360  -11.360
29.860  10.000  9.977  -20.382  -20.382
29.870  10.000  10.002  3.325  3.325
29.880  10.000  9.887  -15.497  -15.497
29.890  10.000  9.894  -14.945  -14.945
29.900  10.000  9.862  -24.028  -24.028
29.910  10.000  9.863  7.600  7.600
29.920  10.000  9.910  -4.976  -4.976
29.930  10.000  9.995  -11.258  -11.258
29.940  10.000  9.807  3.480  3.480
29.950  10.000  9.786  12.206  12.206
29.960  10.000  9.882  -6.535  -6.535
29.970  10.000  10.012  -5.008  -5.008
29.980  10.000  10.041  11.503  11.503
29.990  10.000  9.884  24.668  24.668
30.000  10.000  10.020  15.782  15.782
30.010  10.000  10.055  13.632  13.632
30.020  10.000  10.006  21.115  21.115
30.030  10.000  10.025  17.729  17.729
30.040  10.000  9.920  12.925  12.925
30.050  10.000  10.019  17.768  17.768
30.060  10.000  10.050  13.950  13.950
30.070  10.000  9.976  10.173  10.173
30.080  10.000  9.947  19.829  19.829
30.090  10.000  10.047  -1.884  -1.884
30.100  10.000  10.190  0.686  0.686
30.110  12.500  10.043  30.708  30.708
30.120  15.000  10.202  62.617  62.617
30.130  17.500  10.622  177.940  177.940
30.140  20.000  12.789  275.542  275.542
30.150  22.500  13.656  386.727  386.727
30.160  25.000  15.181  406.444  406.444
30.170  27.500  16.912  558.579  558.579
30.180  30.000  18.477  713.085  713.085
30.190  32.500  19.997  584.817  584.817
30.200  35.000  20.779  685.191  685.191
30.210  35.000  21.008  734.643  734.643
30.220  35.000  22.064  577.671  577.671
30.230  35.000  22.001  692.658  692.658
30.240  35.000  22.642  720.167  720.167
30.250  35.000  22.982  697.000  697.000
30.260  35.000  23.473  673.673  673.673
30.270  35.000  24.128  633.112  633.112
30.280  35.000  24.034  720.437  720.437
30.290  35.000  25.244  591.301  591.301
30.300  35.000  24.642  701.625  701.625
30.310  35.000  25.064  716.812  716.812
30.320  35.000  25.603  615.697  615.697
30.330  35.000  25.784  687.434  687.434
30.340  35.000  26.210  682.314  682.314
30.350  35.000  26.834  612.162  612.162
30.360  35.000  27.110  659.719  659.719
30.370  35.000  26.905  688.686  688.686
30.380  35.000  28.058  567.892  567.892
30.390  35.000  27.652  743.882  743.882
30.400  35.000  28.156  665.193  665.193
30.410  35.000  28.926  638.280  638.280
30.420  35.000  28.792  642.751  642.751
30.430  35.000  28.973  689.410  689.410
30.440  35.000  29.359  641.071  641.071
30.450  35.000  29.900  722.643  722.643
30.460  35.000  29.747  717.537  717.537
30.470  35.000  30.774  588.922  588.922
30.480  35.000  30.714  660.292  660.292
30.490  35.000  31.505  600.555  600.555
30.500  35.000  31.386  581.731  581.731
30.510  35.000  31.821  637.241  637.241
30.520  35.000  32.116  609.559  609.559
30.530  35.000  32.056  753.797  753.797
30.540  35.000  32.382  623.902  623.902
30.550  35.000  33.094  584.170  584.170
30.560  35.000  33.112  642.523  642.523
30.570  35.000  33.893  620.243  620.243
30.580  35.000  34.192  616.131  616.131
30.590  35.000  33.918  656.967  656.967
30.600  35.000  34.622  611.478  611.478
30.610  35.000  34.716  614.172  614.172
30.620  35.000  35.171  630.630  630.630
30.630  35.000  35.008  670.960  670.960
30.640  35.000  35.651  608.868  608.868
30.650  35.000  35.646  606.718  606.718
30.660  35.000  36.217  580.331  580.331
30.670  35.000  36.013  564.138  564.138
30.680  35.000  36.516  592.915  592.915
30.690  35.000  36.243  573.015  573.015
30.700  35.000  35.552  540.068  540.068
30.710  35.000  35.763  508.461  508.461
30.720  35.000  35.361  481.129  481.129
30.730  35.000  35.059  465.002  465.002
30.740  35.000  35.927  464.986  464.986
30.750  35.000  34.952  492.604  492.604
30.760  35.000  35.196  464.965  464.965
30.770  35.000  35.430  447.384  447.384
30.780  35.000  35.395  492.446  492.446
30.790  35.000  35.293  457.787  457.787
30.800  35.000  36.409  344.404  344.404
30.810  35.000  36.763  428.496  428.496
30.820  35.000  36.564  378.989  378.989
30.830  35.000  36.175  389.308  389.308
30.840  35.000  35.939  392.277  392.277
30.850  35.000  35.457  356.493  356.493
30.860  35.000  35.863  311.767  311.767
30.870  35.000  35.123  313.441  313.441
30.880  35.000  35.614  299.123  299.123
30.890  35.000  34.925  311.734  311.734
30.900  35.000  35.528  300.633  300.633
30.910  35.000  35.566  232.527  232.527
30.920  35.000  35.533  237.002  237.002
30.930  35.000  35.315  290.934  290.934
30.940  35.000  35.596  252.502  252.502
30.950  35.000  35.734  284.931  284.931
30.960  35.000  35.830  229.308  229.308
30.970  35.000  35.593  242.817  242.817
30.980  35.000  36.197  194.874  194.874
30.990  35.000  35.578  232.848  232.848
31.000  35.000  35.345  157.884  157.884
31.010  35.000  35.504  191.187  191.187
31.020  35.000  35.643  107.332  107.332
31.030  35.000  35.420  123.696  123.696
31.040  35.000  35.194  120.055  120.055
31.050  35.000  35.256  121.432  121.432
31.060  35.000  35.313  83.637  83.637
31.070  35.000  35.393  101.993  101.993
31.080  35.000  35.047  66.627  66.627
31.090  35.000  35.382  68.328  68.328
31.100  35.000  35.199  56.599  56.599
31.110  10.000  34.945  92.559  92.559
31.120  10.000  34.696  -381.453  -381.453
31.130  10.000  27.146  -1150.327  -1150.327
31.140  10.000  24.677  -530.634  -530.634
31.150  10.000  24.919  -732.021  -732.021
31.160  10.000  24.215  -633.978  -633.978
31.170  10.000  23.799  -646.992  -646.992
31.180  10.000  23.633  -634.600  -634.600
31.190  10.000  23.328  -651.767  -651.767
31.200  10.000  22.979  -643.166  -643.166
31.210  10.000  22.653  -633.081  -633.081
31.220  10.000  22.324  -606.812  -606.812
31.230  10.000  22.361  -629.514  -629.514
31.240  10.000  21.804  -614.874  -614.874
31.250  10.000  21.760  -599.825  -599.825
31.260  10.000  21.443  -602.900  -602.900
31.270  10.000  21.214  -609.588  -609.588
31.280  10.000  20.989  -602.007  -602.007
31.290  10.000  20.856  -588.168  -588.168
31.300  10.000  20.608  -584.326  -584.326
31.310  10.000  20.299  -595.313  -595.313
31.320  10.000  20.130  -583.146  -583.146
31.330  10.000  20.027  -582.664  -582.664
31.340  10.000  19.610  -560.284  -560.284
31.350  10.000  19.550  -567.107  -567.107
31.360  10.000  19.363  -566.233  -566.233
31.370  10.000  19.206  -559.356  -559.356
31.380  10.000  18.857  -559.735  -559.735
31.390  10.000  18.687  -541.151  -541.151
31.400  10.000  18.403  -549.880  -549.880
31.410  10.000  18.224  -547.004  -547.004
31.420  10.000  17.977  -527.761  -527.761
31.430  10.000  17.899  -537.754  -537.754
31.440  10.000  17.812  -536.948  -536.948
31.450  10.000  17.553  -518.036  -518.036
31.460  10.000  17.305  -511.919  -511.919
31.470  10.000  16.972  -518.612  -518.612
31.480  10.000  16.904  -508.971  -508.971
31.490  10.000  16.808  -509.723  -509.723
31.500  10.000  16.592  -496.376  -496.376
31.510  10.000  16.343  -487.637  -487.637
31.520  10.000  16.174  -505.956  -505.956
31.530  10.000  16.051  -474.251  -474.251
31.540  10.000  15.904  -478.515  -478.515
31.550  10.000  15.656  -473.675  -473.675
31.560  10.000  15.565  -463.900  -463.900
31.570  10.000  15.322  -473.443  -473.443
31.580  10.000  15.188  -460.675  -460.675
31.590  10.000  15.152  -461.827  -461.827
31.600  10.000  14.856  -461.402  -461.402
31.610  10.000  14.764  -451.677  -451.677
31.620  10.000  14.516  -447.685  -447.685
31.630  10.000  14.411  -457.920  -457.920
31.640  10.000  14.209  -430.352  -430.352
31.650  10.000  14.016  -456.743  -456.743
31.660  10.000  13.972  -432.313  -432.313
31.670  10.000  13.878  -440.869  -440.869
31.680  10.000  13.676  -427.348  -427.348
31.690  10.000  13.407  -412.869  -412.869
31.700  10.000  13.271  -414.242  -414.242
31.710  10.000  13.251  -418.066  -418.066
31.720  10.000  13.051  -414.906  -414.906
31.730  10.000  12.865  -402.233  -402.233
31.740  10.000  12.655  -397.277  -397.277
31.750  10.000  12.556  -406.198  -406.198
31.760  10.000  12.518  -393.164  -393.164
31.770  10.000  12.346  -383.597  -383.597
31.780  10.000  12.223  -389.150  -389.150
31.790  10.000  12.176  -387.049  -387.049
31.800  10.000  11.834  -368.844  -368.844
31.810  10.000  11.782  -380.434  -380.434
31.820  10.000  11.597  -369.853  -369.853
31.830  10.000  11.479  -364.251  -364.251
31.840  10.000  11.295  -358.708  -358.708
31.850  10.000  11.214  -364.871  -364.871
31.860  10.000  11.136  -356.044  -356.044
31.870  10.000  10.989  -360.874  -360.874
31.880  10.000  10.800  -342.968  -342.968
31.890  10.000  10.632  -338.584  -338.584
31.900  10.000  10.597  -343.133  -343.133
31.910  10.000  10.464  -335.497  -335.497
31.920  10.000  10.311  -330.857  -330.857
31.930  10.000  10.200  -325.877  -325.877
31.940  10.000  10.164  -332.743  -332.743
31.950  10.000  10.040  -323.246  -323.246
31.960  10.000  10.025  -321.768  -321.768
31.970  10.000  9.917  -313.305  -313.305
31.980  10.000  9.766  -319.684  -319.684
31.990  10.000  9.514  -303.571  -303.571
32.000  10.000  9.607  -288.396  -288.396
32.010  10.000  9.533  -273.640  -273.640
32.020  10.000  9.556  -264.104  -264.104
32.030  10.000  9.519  -247.882  -247.882
32.040  10.000  9.635  -223.567  -223.567
32.050  10.000  9.675  -224.424  -224.424
32.060  10.000  9.877  -209.975  -209.975
32.070  10.000  9.721  -189.382  -189.382
32.080  10.000  9.897  -196.020  -196.020
32.090  10.000  9.870  -188.101  -188.101
32.100  10.000  9.868  -167.382  -167.382
32.110  10.000  9.762  -172.582  -172.582
32.120  10.000  9.807  -154.107  -154.107
32.130  10.000  9.787  -138.036  -138.036
32.140  10.000  9.849  -131.797  -131.797
32.150  10.000  9.808  -126.347  -126.347
32.160  10.000  9.843  -118.964  -118.964
32.170  10.000  9.759  -109.031  -109.031
32.180  10.000  9.829  -99.925  -99.925
32.190  10.000  9.825  -90.528  -90.528
32.200  10.000  9.873  -88.597  -88.597
32.210  10.000  9.901  -83.146  -83.146
32.220  10.000  9.875  -68.453  -68.453
32.230  10.000  9.994  -57.440  -57.440
32.240  10.000  9.803  -52.472  -52.472
32.250  10.000  9.886  -59.832  -59.832
32.260  10.000  9.949  -64.015  -64.015
32.270  10.000  9.912  -63.380  -63.380
32.280  10.000  9.832  -39.530  -39.530
32.290  10.000  9.803  -32.833  -32.833
32.300  10.000  9.798  -16.400  -16.400
32.310  10.000  9.792  -22.208  -22.208
32.320  10.000  9.892  -6.422  -6.422
32.330  10.000  9.891  -17.459  -17.459
32.340  10.000  9.794  13.198  13.198
32.350  10.000  9.828  16.990  16.990
32.360  10.000  9.979  -0.006  -0.006
32.370  10.000  9.805  16.377  16.377
32.380  10.000  9.994  3.199  3.199
32.390  10.000  10.048  12.111  12.111
32.400  10.000  10.100  13.942  13.942
32.410  10.000  9.902  13.598  13.598
32.420  10.000  9.779  29.964  29.964
32.430  10.000  9.944  14.563  14.563
32.440  10.000  10.021  32.891  32.891
32.450  10.000  10.122  17.401  17.401
32.460  10.000  10.163  30.762  30.762
32.470  10.000  9.984  47.764  47.764
32.480  10.000  9.993  54.727  54.727
32.490  10.000  9.955  40.073  40.073
32.500  10.000  10.175  14.781  14.781
32.510  10.000  10.122  21.145  21.145
32.520  10.000  10.223  11.149  11.149
32.530  10.000  10.247  21.349  21.349
32.540  10.000  10.060  30.371  30.371
32.550  10.000  10.203  34.716  34.716
32.560  10.000  10.251  21.422  21.422
32.570  10.000  10.322  8.035  8.035
32.580  10.000  10.243  22.176  22.176
32.590  10.000  10.279  34.742  34.742
32.600  10.000  10.028  23.632  23.632
32.610  10.000  10.230  -3.026  -3.026
32.620  10.000  10.186  4.861  4.861
32.630  10.000  10.287  -11.479  -11.479
32.640  10.000  10.030  -17.126  -17.126
32.650  10.000  10.232  -20.410  -20.410
32.660  10.000  9.947  -11.142  -11.142
32.670  10.000  10.125  -23.703  -23.703
32.680  10.000  10.162  -16.293  -16.293
32.690  10.000  10.144  -26.211  -26.211
32.700  10.000  9.924  -27.235  -27.235
32.710  10.000  10.180  -44.611  -44.611
32.720  10.000  9.978  -26.724  -26.724
32.730  10.000  10.033  -40.506  -40.506
32.740  10.000  9.992  -40.571  -40.571
32.750  10.000  9.992  -35.981  -35.981
32.760  10.000  10.059  -35.901  -35.901
32.770  10.000  9.979  -40.687  -40.687
32.780  10.000  9.932  -16.718  -16.718
32.790  10.000  9.958  -56.359  -56.359
32.800  10.000  10.009  -58.477  -58.477
32.810  10.000  9.869  -32.538  -32.538
32.820  10.000  9.995  -46.355  -46.355
32.830  10.000  9.848  -30.767  -30.767
32.840  10.000  9.836  -40.748  -40.748
32.850  10.000  9.821  -31.914  -31.914
32.860  10.000  9.880  -28.718  -28.718
32.870  10.000  9.807  -30.042  -30.042
32.880  10.000  9.855  -22.910  -22.910
32.890  10.000  9.837  -20.635  -20.635
